Intro,Subject,Verb,Objects
Intro 22 - สถาบันการพยาบาลศรีสวรินทิรา สภากาชาดไทย,สถาบัน การ,พยาบาลศรีสวรินทิรา,"['สภากาชาดไทย', 'อังกฤษ', 'Srisavarindhira', 'Thai', 'Red', 'Cross', ' Institute', 'of', 'Nursing']"
Intro 22 - สถาบันการพยาบาลศรีสวรินทิรา สภากาชาดไทย,สถาบัน การ,เป็น,"['สถาบัน', 'อุดมศึกษา', 'ใน', 'กำกับ', 'ของ', 'รัฐ', 'ไม่']"
Intro 22 - สถาบันการพยาบาลศรีสวรินทิรา สภากาชาดไทย,สถาบัน การ,เป็น,"['ส่วน', 'ราชการ']"
Intro 22 - สถาบันการพยาบาลศรีสวรินทิรา สภากาชาดไทย,สถาบัน การ,อยู่,"['ภาย', 'ใต้']"
Intro 22 - สถาบันการพยาบาลศรีสวรินทิรา สภากาชาดไทย,สถาบัน การ,ดูแล,"['อุปถัมภ์', 'ของ', 'สภากาชาดไทย']"
Intro 22 - สถาบันการพยาบาลศรีสวรินทิรา สภากาชาดไทย,สถาบัน การ,เปิด,
Intro 22 - สถาบันการพยาบาลศรีสวรินทิรา สภากาชาดไทย,สถาบัน การ,ทำ,"['การเรียนการสอน', 'หลักสูตร', 'พยาบาลศาสตรบัณฑิต', 'หลักสูตร', '4', 'ปี', 'และ', 'หลักสูตร', 'ประกาศนียบัตร']"
Intro 22 - สถาบันการพยาบาลศรีสวรินทิรา สภากาชาดไทย,สถาบัน การ,พยาบาล,"['เฉพาะ', 'ทาง', 'สาขา']"
Intro 23 - มหาวิทยาลัยเทคโนโลยีสุรนารี,มหาวิทยาลัยเทคโนโลยีสุรนารี   ( อังกฤษ :   Suranaree University   of   Technology ;   อักษร,ย่อ,"['มทส.', '–', 'SUT']"
Intro 23 - มหาวิทยาลัยเทคโนโลยีสุรนารี,มหาวิทยาลัยเทคโนโลยีสุรนารี   ( อังกฤษ :   Suranaree University   of   Technology ;   อักษร,เป็น,"['มหาวิทยาลัย', 'ใน', 'กำกับ', 'ของ', 'รัฐ']"
Intro 23 - มหาวิทยาลัยเทคโนโลยีสุรนารี,มหาวิทยาลัยเทคโนโลยีสุรนารี   ( อังกฤษ :   Suranaree University   of   Technology ;   อักษร,ตั้ง,"['ใน', 'จังหวัดนครราชสีมา']"
Intro 23 - มหาวิทยาลัยเทคโนโลยีสุรนารี,มหาวิทยาลัยเทคโนโลยีสุรนารี   ( อังกฤษ :   Suranaree University   of   Technology ;   อักษร,รับ,
Intro 23 - มหาวิทยาลัยเทคโนโลยีสุรนารี,มหาวิทยาลัยเทคโนโลยีสุรนารี   ( อังกฤษ :   Suranaree University   of   Technology ;   อักษร,สถาปนา,
Intro 23 - มหาวิทยาลัยเทคโนโลยีสุรนารี,มหาวิทยาลัยเทคโนโลยีสุรนารี   ( อังกฤษ :   Suranaree University   of   Technology ;   อักษร,เป็น,"['มหาวิทยาลัย', 'วัน', '27', 'กรกฎาคม', 'พ.ศ.', '2533']"
Intro 23 - มหาวิทยาลัยเทคโนโลยีสุรนารี,มหาวิทยาลัยเทคโนโลยีสุรนารี   ( อังกฤษ :   Suranaree University   of   Technology ;   อักษร,มี,
Intro 23 - มหาวิทยาลัยเทคโนโลยีสุรนารี,มหาวิทยาลัยเทคโนโลยีสุรนารี   ( อังกฤษ :   Suranaree University   of   Technology ;   อักษร,ยก,"['ฐานะ', 'จาก', 'วิทยาลัยสุรนารี', 'ใน', 'สังกัด', 'มหาวิทยาลัยขอนแก่น']"
Intro 23 - มหาวิทยาลัยเทคโนโลยีสุรนารี,มหาวิทยาลัยเทคโนโลยีสุรนารี   ( อังกฤษ :   Suranaree University   of   Technology ;   อักษร,เป็น,"['มหาวิทยาลัยเทคโนโลยีสุรนารี', ' มหาวิทยาลัย']"
Intro 23 - มหาวิทยาลัยเทคโนโลยีสุรนารี,มหาวิทยาลัยเทคโนโลยีสุรนารี   ( อังกฤษ :   Suranaree University   of   Technology ;   อักษร,ประจำ,"['จังหวัดนครราชสีมา', 'และ']"
Intro 23 - มหาวิทยาลัยเทคโนโลยีสุรนารี,มหาวิทยาลัยเทคโนโลยีสุรนารี   ( อังกฤษ :   Suranaree University   of   Technology ;   อักษร,เป็น,"['มหาวิทยาลัย', 'ใน', 'กำกับ', 'ของ', 'รัฐ', 'แห่ง', 'แรก', 'ของ', 'ประเทศไทย', '\n', 'ปัจจุบัน', 'มหาวิทยาลัยเทคโนโลยีสุรนารี']"
Intro 23 - มหาวิทยาลัยเทคโนโลยีสุรนารี,มหาวิทยาลัยเทคโนโลยีสุรนารี   ( อังกฤษ :   Suranaree University   of   Technology ;   อักษร,ทำ,
Intro 23 - มหาวิทยาลัยเทคโนโลยีสุรนารี,มหาวิทยาลัยเทคโนโลยีสุรนารี   ( อังกฤษ :   Suranaree University   of   Technology ;   อักษร,จัด,['การเรียนการสอน']
Intro 23 - มหาวิทยาลัยเทคโนโลยีสุรนารี,มหาวิทยาลัยเทคโนโลยีสุรนารี   ( อังกฤษ :   Suranaree University   of   Technology ;   อักษร,ครอบคลุม,"['สาขา', 'วิทยาศาสตร์และ', 'เทคโนโลยี']"
Intro 23 - มหาวิทยาลัยเทคโนโลยีสุรนารี,มหาวิทยาลัยเทคโนโลยีสุรนารี   ( อังกฤษ :   Suranaree University   of   Technology ;   อักษร,,
Intro 23 - มหาวิทยาลัยเทคโนโลยีสุรนารี,โดย,มี,"['หลักสูตร', 'ใน', 'ระดับ', 'ปริญญา', 'ตรี', '49', 'หลักสูตร', 'ปริญญา', 'โท', '36', 'หลักสูตร', 'และ', 'ปริญญา', 'เอก', '29', 'หลักสูตร', 'ข้อมูล', 'ใน', 'ปี']"
Intro 23 - มหาวิทยาลัยเทคโนโลยีสุรนารี,โดย,ศึกษา,['2563']
Intro 23 - มหาวิทยาลัยเทคโนโลยีสุรนารี,โดย,มี,
Intro 23 - มหาวิทยาลัยเทคโนโลยีสุรนารี,โดย,ศึกษา,"['17,000', 'คน']"
Intro 23 - มหาวิทยาลัยเทคโนโลยีสุรนารี,นอก จาก นี้   มหาวิทยาลัยเทคโนโลยีสุรนารี ยัง,เป็น,"['มหาวิทยาลัย', 'มีคณาจารย์', 'คุณวุฒิ', 'ปริญญา', 'เอก']"
Intro 23 - มหาวิทยาลัยเทคโนโลยีสุรนารี,นอก จาก นี้   มหาวิทยาลัยเทคโนโลยีสุรนารี ยัง,คิด,
Intro 23 - มหาวิทยาลัยเทคโนโลยีสุรนารี,นอก จาก นี้   มหาวิทยาลัยเทคโนโลยีสุรนารี ยัง,เป็น,"['ร้อย', 'ละ']"
Intro 23 - มหาวิทยาลัยเทคโนโลยีสุรนารี,นอก จาก นี้   มหาวิทยาลัยเทคโนโลยีสุรนารี ยัง,สูง,"['ใน', 'ประเทศไทย', 'ร้อย', 'ละ', '80.21', 'และ']"
Intro 23 - มหาวิทยาลัยเทคโนโลยีสุรนารี,นอก จาก นี้   มหาวิทยาลัยเทคโนโลยีสุรนารี ยัง,เป็น,['มหาวิทยาลัย']
Intro 23 - มหาวิทยาลัยเทคโนโลยีสุรนารี,นอก จาก นี้   มหาวิทยาลัยเทคโนโลยีสุรนารี ยัง,มี,"['ผล', 'งาน']"
Intro 23 - มหาวิทยาลัยเทคโนโลยีสุรนารี,นอก จาก นี้   มหาวิทยาลัยเทคโนโลยีสุรนารี ยัง,วิจัย,"['ต่อ', 'หัวคณาจารย์']"
Intro 23 - มหาวิทยาลัยเทคโนโลยีสุรนารี,นอก จาก นี้   มหาวิทยาลัยเทคโนโลยีสุรนารี ยัง,สูง,"['ใน', 'ประเทศไทย']"
Intro 23 - มหาวิทยาลัยเทคโนโลยีสุรนารี,นอก จาก นี้   มหาวิทยาลัยเทคโนโลยีสุรนารี ยัง,,
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,,,
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,( มจร. )  ,คือ,['สถาบัน']
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,( มจร. )  ,ศึกษา,"['พระพุทธศาสนา', 'ชั้น']"
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,( มจร. )  ,สูง,"['ใน', 'รูปแบบ', 'มหาวิทยาลัย', '  ']"
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,ได้,รับ,
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,ได้,พระมหากรุณาธิคุณ,"['จาก', 'พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว']"
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,ทรง สถาปนา ขึ้น เพื่อ ถวาย แด่ คณะ สงฆ์ ฝ่าย มหานิกาย   โดย,เริ่ม,
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,ทรง สถาปนา ขึ้น เพื่อ ถวาย แด่ คณะ สงฆ์ ฝ่าย มหานิกาย   โดย,จัด,"['การเรียนการสอน', 'ด้าน', 'พุทธศาสตร์']"
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,ทรง สถาปนา ขึ้น เพื่อ ถวาย แด่ คณะ สงฆ์ ฝ่าย มหานิกาย   โดย,เป็น,"['สาขา', 'แรก']"
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,แล้ว,ต่อ,
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,แล้ว,ขยาย,"['การเรียนการสอน', 'ยัง', 'สาขา', 'วิชา']"
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,แล้ว,คล้าย,"['กับ', 'รูปแบบ']"
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,แล้ว,ก่อตั้ง,"['มหาวิทยาลัยปารีส', 'ประเทศฝรั่งเศส', 'และ', 'มหาวิทยาลัย', 'ออกซฟอร์ด', 'ประเทศอังกฤษ']"
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,ที่,เริ่มต้น,"['จาก', 'สาขา', 'ด้าน', 'ศาสนา']"
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,ที่,ขยาย,"['ยัง', 'สาขา', 'วิชา', '\nมหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย']"
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,ที่,จัด,
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,ที่,เป็น,['สถาบัน']
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,ที่,ศึกษา,"['ชั้น', 'สุง', 'ยุค', 'แรก', 'แห่ง', 'หนึ่ง', 'ของ', 'ไทย', 'ใน', 'ปี', 'พ.ศ.', '2562', 'มจร.']"
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,ที่,มี,"['อายุ', '132', 'ปี', 'ถือกำเนิด', 'จาก', 'มหาธาตุวิทยาลัย', 'พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว', 'ทรง', 'พระกรุณา', 'โปรดเกล้า', 'สถาปนา', 'ภาย', 'ใน']"
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,ที่,วัด,['มหาธาตุฯ']
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,เมื่อ ปี   พ.ศ.   2430   โดย,เริ่ม,
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,เมื่อ ปี   พ.ศ.   2430   โดย,ทำ,
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,เมื่อ ปี   พ.ศ.   2430   โดย,สอน,"['ตั้งแต่', 'ปี', 'พ.ศ.', '2432']"
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,เมื่อ ปี   พ.ศ.   2430   โดย,ต่อ,
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,เมื่อ ปี   พ.ศ.   2430   โดย,พระราชทาน,['นาม']
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,เมื่อ ปี   พ.ศ.   2430   โดย,ใหม่,"['มหาจุฬาลงกรณราชวิทยาลัย', 'คราว', 'ทรง', 'สถาปนา', 'อาคาร', 'สังฆิกเสนาสน์ราชวิทยาลัย', 'ใน', 'ปี', 'พ.ศ.', '2439', 'โดย', 'ทรง']"
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,เมื่อ ปี   พ.ศ.   2430   โดย,ตั้ง,['พระทัย']
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,เมื่อ ปี   พ.ศ.   2430   โดย,ให้,
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,เมื่อ ปี   พ.ศ.   2430   โดย,เป็น,['สถาบัน']
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,เมื่อ ปี   พ.ศ.   2430   โดย,ศึกษา,['ชั้น']
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,เมื่อ ปี   พ.ศ.   2430   โดย,สูง,"['ของ', 'พระสงฆ์']"
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,การ,ดำเนิน,"['งาน', 'ของ', 'วิทยาลัย']"
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,การ,จริงจัง,"['พ.ศ.', '2490', 'โดย', 'พระพิมลธรรม', 'ช้อย', ' ฐานทตฺตเถร', 'และ']"
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,การ,มี,
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,การ,ดำเนิน,"['งาน', 'ตาม', 'ลำดับ']"
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,การ,ได้,
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,การ,รับ,
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,การ,ยก,['ฐานะ']
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,การ,เป็น,"['มหาวิทยาลัย', 'ใน', 'กำกับ', 'ของ', 'รัฐ', 'ใน', 'ปี', 'พ.ศ.', '2540', 'ตาม', 'ใน', 'พระราชบัญญัติ', 'มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย', 'พ.ศ.', '2540', 'อธิการบดี', 'รูป', 'ปัจจุบัน']"
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,การ,คือ,"['พระธรรมวัชรบัณฑิต', 'สมจินต์ สมฺมาปญฺโญ', 'ศาสตราจารย์,', 'ดร', '\nมหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย']"
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,การ,เป็น,"['มหาวิทยาลัย', 'รัฐ']"
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,การ,มี,['บทบาท']
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,การ,โดดเด่น,['ใน']
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,การ,ส่งเสริม,
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,การ,ศึกษา,"['ด้าน', 'พระพุทธศาสนา']"
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,การ,สำคัญ,"['แห่ง', 'หนึ่ง', 'ของ', 'โลก', 'และ']"
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,การ,เป็น,"['มหาวิทยาลัย', 'ศูนย์กลาง']"
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,การ,ศึกษา,"['ด้าน', 'พุทธศาสตร์']"
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,การ,สำคัญ,"['ของ', 'คณะ', 'สงฆ์', 'ไทย']"
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,การ,มี,
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,การ,จัดตั้ง,"['วิทยาเขต', 'วิทยาลัย', 'สงฆ์', 'ศูนย์วิทยบริการ', 'และ', 'ห้อง']"
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,การ,เรียน,
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,การ,กระจาย,"['ทั่ว', 'ภูมิภาค', 'ของ', 'ประเทศ']"
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,ปัจจุบัน  ,เปิด,"['การเรียนการสอน', 'ใน', '4']"
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,ปัจจุบัน  ,ครอบคลุม,"['ระดับ', 'ปริญญา', 'พุทธศาสตรบัณฑิต', 'จนถึง', 'ปริญญา', 'พุทธศาสตรดุษฏีบัณฑิต', 'หลักสูตร', 'นานา', 'ชาติ', 'และ', 'ภาษา', 'อังกฤษ']"
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,ปัจจุบัน  ,รวม,"['33', 'สาขา', 'วิชา']"
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,นอก จาก นี้   ยัง ได้,จัดตั้ง,"['สถาบันวิจัย', 'ภาย', 'ใน', 'มหาวิทยาลัย']"
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,นอก จาก นี้   ยัง ได้,ดำเนิน,
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,นอก จาก นี้   ยัง ได้,วิจัย,"['ใน', 'ด้าน', 'พุทธศาสตร์']"
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,นอก จาก นี้   ยัง ได้,ประยุกต์,"['ด้วย', 'พระบาทสมเด็จพระเจ้าอยู่หัว', 'ทรง', 'พระกรุณา', 'โปรด', 'ถวาย', 'สมเด็จพระอริยวงศา', 'คตญาณ', 'สมเด็จพระสังฆราช สกลมหาสังฆปริณายก', 'เสด็จพระดำเนิน']"
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,นอก จาก นี้   ยัง ได้,เป็น,"['องค์', 'ประธาน', 'ใน', 'พิธี', 'ประสาท', 'ปริญญาบัตร', 'แก่', 'บัณฑิต']"
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,"มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย 
 ศิษย์",เก่า,
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,เมื่อ,จบ,"['จาก', 'สถาบัน', 'แห่ง']"
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,เมื่อ,รับ,
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,เมื่อ,ตอบรับ,
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,เมื่อ,เข้า,
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,เมื่อ,ศึกษา,"['ต่อ', 'ใน', 'สถาบัน']"
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,เมื่อ,ศึกษา,['ชั้น']
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,เมื่อ,นำ,"['ของ', 'โลก', 'แห่ง', 'เช่น', 'มหาวิทยาลัยฮาร์วาร์ด', 'มหาวิทยาลัยเยล ', 'ประเทศสหรัฐอเมริกา', 'มหาวิทยาลัยฮ่องกง', 'มหาวิทยาลัยฟู่ตั้น', 'ประเทศจีน', 'มหาวิทยาลัยอ๊อกฟอร์ด', 'มหาวิทยาลัยเคมบริดจ์', 'มหาวิทยาลัยลอนดอน', 'มหาวิทยาลัยเซ็นปีเตอร์สเบิร์ก', 'ประเทศรัสเซีย', '\n', 'ด้าน', 'อาคาร', 'สิ่ง']"
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,เมื่อ,ปลูกสร้าง,"['ใน', 'มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย']"
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,ได้,รับ,
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,ได้,เมตตานุเคราะห์,"['อุปถัมภ์', 'จาก']"
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,ได้,พระเดชพระคุณ,"[' พระพรหมมังคลาจารย์', 'ปั่น ปทุมุตฺตโร', 'อดีต', 'เจ้า', 'อาวาส', 'วัดชลประทาน', 'รังสฤษดิ์', 'จังหวัดนนทบุรี', 'เจ้าพระคุณ', 'สมเด็จพระพุฒาจารย์', 'เกี่ยว', 'อุปเสโณ', 'อดีต', 'เจ้า', 'อาวาส', 'วัดสระเกศราชวรมหาวิหาร', 'อดีต', 'ประธาน', 'คณะ']"
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,ได้,ปฏิบัติ,"['หน้าที่', 'สมเด็จพระสังฆราช', 'และ']"
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,ได้,เจ้าพระคุณ,"['สมเด็จพระมหารัชมังคลาจารย์', 'ช่วง', ' วรปุญฺโญ', 'อดีต', 'เจ้า', 'อาวาส']"
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,ได้,วัด,"['ปากน้ำ ', 'ภาษีเจริญ', ' กรุงเทพมหานคร', 'อดีต']"
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,ได้,ปฏิบัติ,"['หน้าที่', 'สมเด็จพระสังฆราช']"
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,ตลอดจน ท่าน ทาน ธนบดี ผู้,มี,"['จิต', 'ศรัทธา']"
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,ตลอดจน ท่าน ทาน ธนบดี ผู้,บริจาค,['กัปปิยะภัณฑ์']
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,ตลอดจน ท่าน ทาน ธนบดี ผู้,เป็น,['เจ้าภาพ']
Intro 24 - มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,ตลอดจน ท่าน ทาน ธนบดี ผู้,สร้าง,"['อาคาร', 'และ', 'สิ่ง', 'ปลูกสร้าง']"
Intro 25 - มหาวิทยาลัยมหิดล,มหาวิทยาลัยมหิดล   ( อังกฤษ :   Mahidol  University ;   อักษร,ย่อ,[' MU']
Intro 25 - มหาวิทยาลัยมหิดล,มหาวิทยาลัยมหิดล   ( อังกฤษ :   Mahidol  University ;   อักษร,เดิม,"['ชื่อ', 'มหาวิทยาลัยแพทยศาสตร์']"
Intro 25 - มหาวิทยาลัยมหิดล,มหาวิทยาลัยมหิดล   ( อังกฤษ :   Mahidol  University ;   อักษร,เป็น,"['สถาบัน', 'อุดมศึกษา']"
Intro 25 - มหาวิทยาลัยมหิดล,มหาวิทยาลัยมหิดล   ( อังกฤษ :   Mahidol  University ;   อักษร,เน้น,"['การเรียนการสอน', 'ด้าน', 'วิทยาศาสตร์', 'สุขภาพ', ' วิทยาศาสตร์และ', 'เทคโนโลยี']"
Intro 25 - มหาวิทยาลัยมหิดล,และ สังคมศาสตร์ และ มนุษยศาสตร์  ,ตั้ง,"['ใน', 'อำเภอพุทธมณฑล', 'จังหวัดนครปฐม']"
Intro 25 - มหาวิทยาลัยมหิดล,และ,มี,
Intro 25 - มหาวิทยาลัยมหิดล,และ,ตั้ง,"['แห่ง', 'ทั้ง', 'ใน', 'กรุงเทพมหานคร']"
Intro 25 - มหาวิทยาลัยมหิดล,"จังหวัดกาญจนบุรี   จังหวัดนครสวรรค์   และ จังหวัดอำนาจเจริญ 
มหาวิทยาลัยมหิดล",มี,
Intro 25 - มหาวิทยาลัยมหิดล,"จังหวัดกาญจนบุรี   จังหวัดนครสวรรค์   และ จังหวัดอำนาจเจริญ 
มหาวิทยาลัยมหิดล",มา,"['จาก', 'โรงเรียน', 'แพทยากร', 'โรงพยาบาลศิริราช', 'ใน', 'ปัจจุบัน']"
Intro 25 - มหาวิทยาลัยมหิดล,"จังหวัดกาญจนบุรี   จังหวัดนครสวรรค์   และ จังหวัดอำนาจเจริญ 
มหาวิทยาลัยมหิดล",ก่อตั้ง,"['ใน', 'พ.ศ.', '2432']"
Intro 25 - มหาวิทยาลัยมหิดล,"จังหวัดกาญจนบุรี   จังหวัดนครสวรรค์   และ จังหวัดอำนาจเจริญ 
มหาวิทยาลัยมหิดล",รวม,"['กับ', 'โรง']"
Intro 25 - มหาวิทยาลัยมหิดล,"จังหวัดกาญจนบุรี   จังหวัดนครสวรรค์   และ จังหวัดอำนาจเจริญ 
มหาวิทยาลัยมหิดล",เรียน,"['ข้า', 'ราชการ', 'พลเรือน', 'ฯ']"
Intro 25 - มหาวิทยาลัยมหิดล,"จังหวัดกาญจนบุรี   จังหวัดนครสวรรค์   และ จังหวัดอำนาจเจริญ 
มหาวิทยาลัยมหิดล",สถาปนาจุฬาลงกรณ์มหาวิทยาลัย,
Intro 25 - มหาวิทยาลัยมหิดล,"จังหวัดกาญจนบุรี   จังหวัดนครสวรรค์   และ จังหวัดอำนาจเจริญ 
มหาวิทยาลัยมหิดล",พร้อม,['ทั้ง']
Intro 25 - มหาวิทยาลัยมหิดล,"จังหวัดกาญจนบุรี   จังหวัดนครสวรรค์   และ จังหวัดอำนาจเจริญ 
มหาวิทยาลัยมหิดล",เปลี่ยน,['สถานะ']
Intro 25 - มหาวิทยาลัยมหิดล,"จังหวัดกาญจนบุรี   จังหวัดนครสวรรค์   และ จังหวัดอำนาจเจริญ 
มหาวิทยาลัยมหิดล",เป็น,
Intro 25 - มหาวิทยาลัยมหิดล,คณะแพทยศาสตร์ แห่ง จุฬาลงกรณ์มหาวิทยาลัย   และ ถูก,เปลี่ยน,['ชื่อ']
Intro 25 - มหาวิทยาลัยมหิดล,คณะแพทยศาสตร์ แห่ง จุฬาลงกรณ์มหาวิทยาลัย   และ ถูก,เป็น,
Intro 25 - มหาวิทยาลัยมหิดล,คณะแพทยศาสตร์ แห่ง จุฬาลงกรณ์มหาวิทยาลัย   และ ถูก,,
Intro 25 - มหาวิทยาลัยมหิดล,ต่อ มา ใน วัน ที่   2   กุมภาพันธ์   พ.ศ.   2486   ได้,แยก,"['คณะ', 'วิชา', 'ด้าน', 'แพทยศาสตร์สี่', 'คณะ']"
Intro 25 - มหาวิทยาลัยมหิดล,ต่อ มา ใน วัน ที่   2   กุมภาพันธ์   พ.ศ.   2486   ได้,จัดตั้ง,
Intro 25 - มหาวิทยาลัยมหิดล,ต่อ มา ใน วัน ที่   2   กุมภาพันธ์   พ.ศ.   2486   ได้,เป็น,['มหาวิทยาลัยแพทยศาสตร์']
