Subject,Verb,Objects
มหาวิทยาลัยแม่โจ้   ( อังกฤษ :   Maejo University ;   อักษร,มี,"['รากฐาน', 'จาก', 'โรง']"
มหาวิทยาลัยแม่โจ้   ( อังกฤษ :   Maejo University ;   อักษร,ฝึกหัด,"['ครู', 'ประถมกสิกรรม']"
มหาวิทยาลัยแม่โจ้   ( อังกฤษ :   Maejo University ;   อักษร,ประจำ,"['ภาค', 'เหนือ']"
มหาวิทยาลัยแม่โจ้   ( อังกฤษ :   Maejo University ;   อักษร,เปลี่ยน,['สถานะ']
มหาวิทยาลัยแม่โจ้   ( อังกฤษ :   Maejo University ;   อักษร,เป็น,"['มหาวิทยาลัยแม่โจ้', 'วัน', '11', 'พฤศจิกายน', 'พ.ศ.', '2539']"
มหาวิทยาลัยแม่โจ้   ( อังกฤษ :   Maejo University ;   อักษร,เป็น,"['มหาวิทยาลัย', 'ของ', 'รัฐ', 'ลำดับ', '23', 'ใน', 'ประเทศไทย']"
เมื่อ วัน ที่   5   พฤษภาคม   พ.ศ.   2560  ,เปลี่ยน,['สถานภาพ']
เมื่อ วัน ที่   5   พฤษภาคม   พ.ศ.   2560  ,เป็น,"['มหาวิทยาลัย', 'ใน', 'กำกับ', 'ของ', 'รัฐ']"
สถาบันเทคโนโลยีปทุมวัน   ( อังกฤษ :   Pathumwan Institute   of   Technology ;   ชื่อ ย่อ :   สปท.   -   PIT )  ,เป็น,['สถาบัน']
สถาบันเทคโนโลยีปทุมวัน   ( อังกฤษ :   Pathumwan Institute   of   Technology ;   ชื่อ ย่อ :   สปท.   -   PIT )  ,ศึกษา,"['ใน', 'ประเทศไทย']"
สถาบันเทคโนโลยีปทุมวัน   ( อังกฤษ :   Pathumwan Institute   of   Technology ;   ชื่อ ย่อ :   สปท.   -   PIT )  ,ยก,"['ฐานะ', 'จาก', 'วิทยาลัย', 'ช่าง', 'กลปทุมวัน']"
สถาบันเทคโนโลยีปทุมวัน   ( อังกฤษ :   Pathumwan Institute   of   Technology ;   ชื่อ ย่อ :   สปท.   -   PIT )  ,เป็น,['สถาบัน']
สถาบันเทคโนโลยีปทุมวัน   ( อังกฤษ :   Pathumwan Institute   of   Technology ;   ชื่อ ย่อ :   สปท.   -   PIT )  ,เน้น,"['ด้าน', 'วิทยาศาสตร์และ', 'เทคโนโลยี']"
สถาบันเทคโนโลยีปทุมวัน   ( อังกฤษ :   Pathumwan Institute   of   Technology ;   ชื่อ ย่อ :   สปท.   -   PIT )  ,เป็น,['หลัก']
โดย,มุ่งเน้น,['ให้']
โดย,ศึกษา,"['ด้าน', 'อาชีวศึกษา']"
โดย,ศึกษา,"['ต่อ', 'เฉพาะ', 'ทาง', 'ใน', 'ระดับ', 'ปริญญา']"
มหาวิทยาลัยราชภัฏ   ( อังกฤษ :   Rajabhat University ;   อักษร,ย่อ,['RU']
มหาวิทยาลัยราชภัฏ   ( อังกฤษ :   Rajabhat University ;   อักษร,เป็น,"['กลุ่ม', 'มหาวิทยาลัย']"
มหาวิทยาลัยราชภัฏ   ( อังกฤษ :   Rajabhat University ;   อักษร,พัฒนา,"['จาก', 'โรง']"
มหาวิทยาลัยราชภัฏ   ( อังกฤษ :   Rajabhat University ;   อักษร,ฝึกหัด,['อาจารย์']
มหาวิทยาลัยราชภัฏ   ( อังกฤษ :   Rajabhat University ;   อักษร,ตั้ง,"['ใน', 'ส่วน']"
มหาวิทยาลัยราชภัฏ   ( อังกฤษ :   Rajabhat University ;   อักษร,กลาง,"['และ', 'ส่วน', 'ภูมิภาค', 'ของ', 'ประเทศ']"
ต่อ มา ได้,เปลี่ยน,['ชื่อ']
ต่อ มา ได้,เป็น,"['วิทยาลัย', 'ครู', 'หลัง', 'จาก']"
ต่อ มา ได้,รับ,"['พระราชทาน', 'นาม', 'ราชภัฏ', 'จาก', 'พระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช', 'บรมนาถบพิตร']"
ต่อ มา ได้,เป็น,"['ชื่อ', 'ประจำ', 'สถาบัน']"
ต่อ มา ได้,พร้อม,"['ทั้ง', 'พระราชทาน', 'พระราชลัญจกร']"
ต่อ มา ได้,เป็น,['ตรา']
ต่อ มา ได้,ประจำ,['มหาวิทยาลัย']
ต่อ มา ได้,มี,"['38', 'แห่ง', 'ทั่ว', 'ประเทศ']"
สถาบันการ อาชีวศีกษา     ( อังกฤษ :   Vocational   Education   Institution )  ,เป็น,"['กลุ่ม', 'สถาบัน', 'รัฐ', 'ใน', 'ประเทศไทย', 'สังกัด', 'สำนักงานคณะกรรมการการอาชีวศึกษา']"
ก่อตั้ง เมื่อ ปี   พ.ศ.   2555   เพื่อ,สอน,"['หลักสูตร', 'ระดับ', 'ประกาศนียบัตร', 'วิชา', 'ชีพ', 'ปว.ช.', 'ตาม', 'มาตรฐาน', 'คุณวุฒิ', 'อาชีวศึกษา', 'ระดับ', 'ประกาศนียบัตร', 'วิชาชีพ', 'ประกาศนียบัตร', 'วิชาชีพ', 'ชั้น']"
ก่อตั้ง เมื่อ ปี   พ.ศ.   2555   เพื่อ,สูง,"['ปว.ส.', 'ตาม', 'กรอบ', 'มาตรฐาน', 'คุณวุฒิ', 'อาชีวศึกษา', 'ระดับ', 'ประกาศนียบัตร', 'วิชาชีพ', 'ชั้น']"
ก่อตั้ง เมื่อ ปี   พ.ศ.   2555   เพื่อ,สูง,"['และ', 'ปริญญา', 'ตรี']"
( ทล.บ. )   โดย,ใช้,"['กรอบ', 'มาตรฐาน', 'คุณวุฒิ', 'อาชีวศึกษา', 'ระดับ', 'ปริญญา', 'ตรี', 'สาย', 'เทคโนโลยี', 'หรือ', 'สาย']"
สถาบันการอาชีวศึกษาเกษตร     ( อังกฤษ :   Vocational   Education   Institution   of   Agriculture )  ,เกิด,['จาก']
สถาบันการอาชีวศึกษาเกษตร     ( อังกฤษ :   Vocational   Education   Institution   of   Agriculture )  ,รวม,"['ตัว', 'ของ', 'วิทยาลัยเกษตรและเทคโนโลยี']"
โดย,เป็น,"['4', 'แห่ง', 'ใน', '4', 'ภูมิภาค']"
โดย,มี,"['ชื่อ', 'ว่า', 'วิทยาลัย', 'เกษตรกรรม']"
โดย,เป็น,"['วิทยาลัย', 'ใน', 'สังกัด', 'กรมอาชีวศึกษา']"
โดย,เกี่ยว,"['กับ', 'เกษตรกรรม', 'ของ', 'ประเทศ', 'ไทย']"
โดย,จัดตั้ง,"['วิทยาลัย', 'ชุมชน']"
โดย,เป็น,"['หน่วย', 'งาน', 'ภาย', 'ใน']"
โดย,เปลี่ยน,['ชื่อ']
โดย,เป็น,['วิทยาลัยเกษตรและเทคโนโลยี']
และ,สอน,"['ทาง', 'ด้าน', 'เทคโนโลยี', 'และบริหาร', 'ธุรกิจ', 'ใน', 'ระดับ', 'ระดับ', 'ประกาศนียบัตร', 'วิชาชีพ']"
และ,ประกาศ,"['นียบัตร', 'วิชาชีพ', 'ชั้น']"
และ,สูง,"['และ', 'ปริญญา', 'ตรี', 'สาย']"
และ,ปฏิบัติการ,"['ตาม', 'มาตรฐาน', 'คุณวุฒิ', 'อาชีวศึกษาแห่ง', 'ชาติ', 'พ.ศ.', '๒๕๕๖']"
ราชวิทยาลัยจุฬาภรณ์  ( อังกฤษ :   Chulabhorn   Royal   Academy )  ,เป็น,['สถาบัน']
ราชวิทยาลัยจุฬาภรณ์  ( อังกฤษ :   Chulabhorn   Royal   Academy )  ,วิจัย,"['และ', 'วิชาการ', 'ชั้น']"
ราชวิทยาลัยจุฬาภรณ์  ( อังกฤษ :   Chulabhorn   Royal   Academy )  ,สูง,['มิ']
ราชวิทยาลัยจุฬาภรณ์  ( อังกฤษ :   Chulabhorn   Royal   Academy )  ,ใช่,"['สถาบัน', 'อุดมศึกษา', 'แต่']"
ราชวิทยาลัยจุฬาภรณ์  ( อังกฤษ :   Chulabhorn   Royal   Academy )  ,มี,"['สถาบัน', 'อุดมศึกษา', 'ใน', 'ส่วน', 'งาน', 'และ']"
ราชวิทยาลัยจุฬาภรณ์  ( อังกฤษ :   Chulabhorn   Royal   Academy )  ,ศึกษา,"['ทาง', 'วิชาการ', 'และ', 'วิชาชีพ', 'ด้าน', 'วิทยาศาสตร์ ', 'เทคโนโลยี', 'สิ่ง']"
ราชวิทยาลัยจุฬาภรณ์  ( อังกฤษ :   Chulabhorn   Royal   Academy )  ,แวดล้อม,"['แพทย์', 'และ']"
ราชวิทยาลัยจุฬาภรณ์  ( อังกฤษ :   Chulabhorn   Royal   Academy )  ,มี,"['วัตถุประสงค์', 'ใน']"
ราชวิทยาลัยจุฬาภรณ์  ( อังกฤษ :   Chulabhorn   Royal   Academy )  ,ประยุกต์,[' ส่งเสริม']
ราชวิทยาลัยจุฬาภรณ์  ( อังกฤษ :   Chulabhorn   Royal   Academy )  ,ศึกษา,['และ']
ราชวิทยาลัยจุฬาภรณ์  ( อังกฤษ :   Chulabhorn   Royal   Academy )  ,ผลิต,"['บุคลากร', 'ใน', 'ระดับ']"
ราชวิทยาลัยจุฬาภรณ์  ( อังกฤษ :   Chulabhorn   Royal   Academy )  ,สร้าง,['องค์']
ราชวิทยาลัยจุฬาภรณ์  ( อังกฤษ :   Chulabhorn   Royal   Academy )  ,เป็น,['ศูนย์']
ราชวิทยาลัยจุฬาภรณ์  ( อังกฤษ :   Chulabhorn   Royal   Academy )  ,เป็น,"['เลิศ', 'ทาง', 'ด้าน', 'วิทยาศาสตร์ ', 'เทคโนโลยี', 'สิ่ง']"
ราชวิทยาลัยจุฬาภรณ์  ( อังกฤษ :   Chulabhorn   Royal   Academy )  ,แวดล้อม,"['แพทย์', 'และ']"
ราชวิทยาลัยจุฬาภรณ์  ( อังกฤษ :   Chulabhorn   Royal   Academy )  ,บริการ,"['ทาง', 'แพทย์', 'และ']"
ราชวิทยาลัยจุฬาภรณ์  ( อังกฤษ :   Chulabhorn   Royal   Academy )  ,สาธารณสุข,"['แก่', 'ประชาชน']"
ราชวิทยาลัยจุฬาภรณ์  ( อังกฤษ :   Chulabhorn   Royal   Academy )  ,ยากไร้,['และ']
ราชวิทยาลัยจุฬาภรณ์  ( อังกฤษ :   Chulabhorn   Royal   Academy )  ,ประสบ,['ภัยพิบัติ']
ราชวิทยาลัยจุฬาภรณ์  ( อังกฤษ :   Chulabhorn   Royal   Academy )  ,รวม,['ทั้ง']
ราชวิทยาลัยจุฬาภรณ์  ( อังกฤษ :   Chulabhorn   Royal   Academy )  ,ส่งเสริม,"['คุณธรรม', 'และ', 'จริยธรรม', 'และ', 'ทะนุบำรุง', 'ศิลปวัฒนธรรม']"
สถาบันการพยาบาลศรีสวรินทิรา สภากาชาดไทย     ( อังกฤษ :   Srisavarindhira Thai   Red   Cross Institute   of   Nursing )  ,เป็น,"['สถาบัน', 'อุดมศึกษา', 'ใน', 'กำกับ', 'ของ', 'รัฐ', 'ไม่']"
สถาบันการพยาบาลศรีสวรินทิรา สภากาชาดไทย     ( อังกฤษ :   Srisavarindhira Thai   Red   Cross Institute   of   Nursing )  ,เป็น,"['ส่วน', 'ราชการ']"
สถาบันการพยาบาลศรีสวรินทิรา สภากาชาดไทย     ( อังกฤษ :   Srisavarindhira Thai   Red   Cross Institute   of   Nursing )  ,อยู่,"['ภาย', 'ใต้']"
สถาบันการพยาบาลศรีสวรินทิรา สภากาชาดไทย     ( อังกฤษ :   Srisavarindhira Thai   Red   Cross Institute   of   Nursing )  ,ดูแล,"['อุปถัมภ์', 'ของ', 'สภากาชาดไทย']"
สถาบันการพยาบาลศรีสวรินทิรา สภากาชาดไทย     ( อังกฤษ :   Srisavarindhira Thai   Red   Cross Institute   of   Nursing )  ,ทำ,"['การเรียนการสอน', 'หลักสูตร', 'พยาบาล', 'ศาสตรบัณฑิต', 'หลักสูตร', '4', 'ปี', 'และ', 'หลักสูตร', 'ประกาศนียบัตร']"
สถาบันการพยาบาลศรีสวรินทิรา สภากาชาดไทย     ( อังกฤษ :   Srisavarindhira Thai   Red   Cross Institute   of   Nursing )  ,พยาบาล,"['เฉพาะ', 'ทาง', 'สาขา']"
มหาวิทยาลัยเทคโนโลยีสุรนารี   ( อังกฤษ :   Suranaree University  of   Technology ;   อักษร,ย่อ,"['มทส.', '–', 'SUT']"
มหาวิทยาลัยเทคโนโลยีสุรนารี   ( อังกฤษ :   Suranaree University  of   Technology ;   อักษร,เป็น,"['มหาวิทยาลัย', 'ใน', 'กำกับ', 'ของ', 'รัฐ']"
มหาวิทยาลัยเทคโนโลยีสุรนารี   ( อังกฤษ :   Suranaree University  of   Technology ;   อักษร,ตั้ง,"['ใน', 'จังหวัดนครราชสีมา']"
มหาวิทยาลัยเทคโนโลยีสุรนารี   ( อังกฤษ :   Suranaree University  of   Technology ;   อักษร,เป็น,"['มหาวิทยาลัย', 'วัน', '27', 'กรกฎาคม', 'พ.ศ.', '2533']"
มหาวิทยาลัยเทคโนโลยีสุรนารี   ( อังกฤษ :   Suranaree University  of   Technology ;   อักษร,ยก,"['ฐานะ', 'จาก', 'วิทยาลัยสุรนารี', 'ใน', 'สังกัด', 'มหาวิทยาลัยขอนแก่น']"
มหาวิทยาลัยเทคโนโลยีสุรนารี   ( อังกฤษ :   Suranaree University  of   Technology ;   อักษร,เป็น,"['มหาวิทยาลัยเทคโนโลยีสุรนารี', ' มหาวิทยาลัย']"
มหาวิทยาลัยเทคโนโลยีสุรนารี   ( อังกฤษ :   Suranaree University  of   Technology ;   อักษร,ประจำ,"['จังหวัดนครราชสีมา', 'และ']"
มหาวิทยาลัยเทคโนโลยีสุรนารี   ( อังกฤษ :   Suranaree University  of   Technology ;   อักษร,เป็น,"['มหาวิทยาลัย', 'ใน', 'กำกับ', 'ของ', 'รัฐ', 'แห่ง', 'แรก', 'ของ', 'ประเทศไทย\n', 'ปัจจุบัน', 'มหาวิทยาลัยเทคโนโลยีสุรนารี']"
มหาวิทยาลัยเทคโนโลยีสุรนารี   ( อังกฤษ :   Suranaree University  of   Technology ;   อักษร,จัด,['การเรียนการสอน']
มหาวิทยาลัยเทคโนโลยีสุรนารี   ( อังกฤษ :   Suranaree University  of   Technology ;   อักษร,ครอบคลุม,"['สาขา', 'วิทยาศาสตร์และ', 'เทคโนโลยี']"
โดย,มี,"['หลักสูตร', 'ใน', 'ระดับ', 'ปริญญา', 'ตรี', '49', 'หลักสูตร', 'ปริญญา', 'โท', '36', 'หลักสูตร', 'และ', 'ปริญญา', 'เอก', '29', 'หลักสูตร', 'ข้อมูล', 'ใน', 'ปี']"
โดย,ศึกษา,['2563']
โดย,ศึกษา,"['17,000', 'คน']"
นอก จาก นี้   มหาวิทยาลัยเทคโนโลยีสุรนารี ยัง,เป็น,['มหาวิทยาลัย']
นอก จาก นี้   มหาวิทยาลัยเทคโนโลยีสุรนารี ยัง,มี,"['คณาจารย์', 'คุณวุฒิ', 'ปริญญา', 'เอก']"
นอก จาก นี้   มหาวิทยาลัยเทคโนโลยีสุรนารี ยัง,เป็น,"['ร้อย', 'ละ']"
นอก จาก นี้   มหาวิทยาลัยเทคโนโลยีสุรนารี ยัง,สูง,"['ใน', 'ประเทศไทย', 'ร้อย', 'ละ', '80.21', 'และ']"
นอก จาก นี้   มหาวิทยาลัยเทคโนโลยีสุรนารี ยัง,เป็น,['มหาวิทยาลัย']
นอก จาก นี้   มหาวิทยาลัยเทคโนโลยีสุรนารี ยัง,มี,"['ผล', 'งาน']"
นอก จาก นี้   มหาวิทยาลัยเทคโนโลยีสุรนารี ยัง,วิจัย,"['ต่อ', 'หัว', 'คณาจารย์']"
นอก จาก นี้   มหาวิทยาลัยเทคโนโลยีสุรนารี ยัง,สูง,"['ใน', 'ประเทศไทย']"
( มจร. )  ,เป็น,['สถาบัน']
( มจร. )  ,ศึกษา,"['พระพุทธศาสนา', 'ชั้น']"
( มจร. )  ,สูง,"['ใน', 'รูปแบบ', 'มหาวิทยาลัย']"
ได้,พระมหากรุณาธิคุณ,"['จาก', 'พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว']"
ทรง สถาปนา ขึ้น เพื่อ ถวาย แด่ คณะ สงฆ์ ฝ่าย มหานิกาย   โดย,จัด,"['การเรียนการสอน', 'ด้าน', 'พุทธศาสตร์']"
ทรง สถาปนา ขึ้น เพื่อ ถวาย แด่ คณะ สงฆ์ ฝ่าย มหานิกาย   โดย,เป็น,"['สาขา', 'แรก']"
แล้ว,ขยาย,"['การเรียนการสอน', 'ยัง', 'สาขา', 'วิชา']"
แล้ว,คล้าย,"['กับ', 'รูปแบบ']"
แล้ว,ก่อตั้ง,"['มหาวิทยาลัยปารีส', 'ประเทศฝรั่งเศส', 'และ', 'มหาวิทยาลัยออกซฟอร์ด', 'ประเทศอังกฤษ']"
ที่,เริ่มต้น,"['จาก', 'สาขา', 'ด้าน', 'ศาสนา']"
ที่,ขยาย,"['ยัง', 'สาขา', 'วิชา', 'ๆ\n', 'มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย']"
ที่,เป็น,['สถาบัน']
ที่,ศึกษา,"['ชั้น', 'สุง', 'ยุค', 'แรก', 'แห่ง', 'หนึ่ง', 'ของ', 'ไทย', 'ใน', 'ปี', 'พ.ศ.', '2562', 'มจร.']"
ที่,มี,"['อายุ', '132', 'ปี', 'ถือกำเนิด', 'จาก', 'มหาธาตุวิทยาลัย', 'พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว', 'ทรง', 'พระกรุณา', 'โปรดเกล้า', 'สถาปนา', 'ภาย', 'ใน', 'วัดมหาธาตุฯ']"
เมื่อ ปี   พ.ศ.   2430   โดย,สอน,"['ตั้งแต่', 'ปี', 'พ.ศ.', '2432']"
เมื่อ ปี   พ.ศ.   2430   โดย,พระราชทาน,['นาม']
เมื่อ ปี   พ.ศ.   2430   โดย,ใหม่,"['มหาจุฬาลงกรณราชวิทยาลัย', 'คราว', 'ทรง', 'สถาปนา', 'อาคารสังฆิกเสนาสน์ราชวิทยาลัย', 'ใน', 'ปี', 'พ.ศ.', '2439', 'โดย', 'ทรง']"
เมื่อ ปี   พ.ศ.   2430   โดย,ตั้ง,['พระทัย']
เมื่อ ปี   พ.ศ.   2430   โดย,เป็น,['สถาบัน']
เมื่อ ปี   พ.ศ.   2430   โดย,ศึกษา,['ชั้น']
เมื่อ ปี   พ.ศ.   2430   โดย,สูง,"['ของ', 'พระสงฆ์']"
การ,ดำเนิน,"['งาน', 'ของ', 'วิทยาลัย']"
การ,จริงจัง,"['พ.ศ.', '2490', 'โดย', 'พระพิมลธรรม', 'ช้อย', ' ฐานทตฺตเถร', 'และ']"
การ,ดำเนิน,"['งาน', 'ตาม', 'ลำดับ']"
การ,ยก,['ฐานะ']
การ,เป็น,"['มหาวิทยาลัย', 'ใน', 'กำกับ', 'ของ', 'รัฐ', 'ใน', 'ปี', 'พ.ศ.', '2540', 'ตาม', 'ใน', 'พระราชบัญญัติ', 'มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย', 'พ.ศ.', '2540', 'อธิการบดี', 'รูป', 'ปัจจุบัน']"
การ,เป็น,"['พระธรรมวัชรบัณฑิต', 'สมจินต์ สมฺมาปญฺโญ', 'ศาสตราจารย์,ดร.  ', ' \n', 'มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย']"
การ,เป็น,"['มหาวิทยาลัย', 'รัฐ']"
การ,มี,['บทบาท']
การ,โดดเด่น,['ใน']
การ,ศึกษา,"['ด้าน', 'พระพุทธศาสนา']"
การ,สำคัญ,"['แห่ง', 'หนึ่ง', 'ของ', 'โลก', 'และ']"
การ,เป็น,"['มหาวิทยาลัย', 'ศูนย์กลาง']"
การ,ศึกษา,"['ด้าน', 'พุทธศาสตร์']"
การ,สำคัญ,"['ของ', 'คณะ', 'สงฆ์', 'ไทย']"
การ,จัดตั้ง,"['วิทยาเขต', 'วิทยาลัยสงฆ์', 'ศูนย์วิทยบริการ', 'และ', 'ห้อง']"
การ,กระจาย,"['ทั่ว', 'ภูมิภาค', 'ของ', 'ประเทศ']"
ปัจจุบัน  ,เปิด,"['การเรียนการสอน', 'ใน', '4']"
ปัจจุบัน  ,ครอบคลุม,"['ระดับ', 'ปริญญา', 'พุทธศาสตรบัณฑิต', 'ถึง', 'ปริญญา', 'พุทธศาสตรดุษฏีบัณฑิต', 'หลักสูตร', 'นานา', 'ชาติ', 'และ', 'ภาษา', 'อังกฤษ']"
ปัจจุบัน  ,รวม,"['33', 'สาขา', 'วิชา']"
นอก จาก นี้   ยัง ได้,จัดตั้ง,"['ภาย', 'ใน', 'มหาวิทยาลัย']"
นอก จาก นี้   ยัง ได้,วิจัย,"['ใน', 'ด้าน', 'พุทธศาสตร์']"
นอก จาก นี้   ยัง ได้,ประยุกต์,"['ด้วย', 'พระบาทสมเด็จพระเจ้าอยู่หัว', 'ทรง', 'พระกรุณา', 'โปรด', 'ถวาย', 'สมเด็จพระอริยวงศาคตญาณ', 'สมเด็จพระสังฆราช สกลมหาสังฆปริณายก', 'เสด็จ', 'พระดำเนิน']"
นอก จาก นี้   ยัง ได้,เป็น,"['องค์', 'ประธาน', 'ใน', 'พิธี', 'ประสาท', 'ปริญญาบัตร', 'แก่', 'บัณฑิต']"
เมื่อ,จบ,"['จาก', 'สถาบัน', 'แห่ง']"
เมื่อ,ศึกษา,"['ต่อ', 'ใน', 'สถาบัน']"
เมื่อ,ศึกษา,['ชั้น']
เมื่อ,นำ,"['ของ', 'โลก', 'แห่ง', 'เช่น', 'มหาวิทยาลัยฮาร์วาร์ด', 'มหาวิทยาลัยเยล', 'ประเทศสหรัฐอเมริกา', 'มหาวิทยาลัยฮ่องกง', 'มหาวิทยาลัยฟู่ตั้น', 'ประเทศจีน', 'มหาวิทยาลัยอ๊อกฟอร์ด', 'มหาวิทยาลัยเคมบริดจ์', 'มหาวิทยาลัยลอนดอน', 'มหาวิทยาลัย', 'เซ็นปีเตอร์สเบิร์ก', 'ประเทศรัสเซีย', 'ฯลฯ\n', 'ด้าน', 'อาคาร', 'สิ่ง']"
เมื่อ,ปลูกสร้าง,"['ใน', 'มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย']"
ได้,เมตตา,"['นุเคราะห์', 'อุปถัมภ์', 'จาก']"
ได้,พระเดชพระคุณ,"['พระพรหมมังคลาจารย์', 'ปั่น', 'ปทุมุตฺตโร', 'อดีต', 'เจ้า', 'อาวาส', 'วัดชลประทานรังสฤษดิ์', 'จังหวัดนนทบุรี', 'เจ้าพระคุณ', 'สมเด็จพระพุฒาจารย์', 'เกี่ยว อุปเสโณ', 'อดีต', 'เจ้า', 'อาวาส', 'วัดสระเกศราชวรมหาวิหาร', 'อดีต', 'ประธาน', 'คณะ']"
ได้,ปฏิบัติ,"['หน้าที่', 'สมเด็จพระสังฆราช', 'และ']"
ได้,เจ้าพระคุณ,"['สมเด็จพระมหารัชมังคลาจารย์', 'ช่วง วรปุญฺโญ', 'อดีต', 'เจ้า', 'อาวาส', 'วัดปากน้ำ', 'ภาษีเจริญ', 'กรุงเทพมหานคร', 'อดีต']"
ได้,ปฏิบัติ,"['หน้าที่', 'สมเด็จพระสังฆราช']"
ตลอดจน ท่าน ทาน ธนบดี ผู้,มี,"['จิต', 'ศรัทธา']"
ตลอดจน ท่าน ทาน ธนบดี ผู้,บริจาค,['กัปปิยะภัณฑ์']
ตลอดจน ท่าน ทาน ธนบดี ผู้,เป็น,['เจ้าภาพ']
ตลอดจน ท่าน ทาน ธนบดี ผู้,สร้าง,"['อาคาร', 'และ', 'สิ่ง', 'ปลูกสร้าง']"
มหาวิทยาลัยมหิดล   ( อังกฤษ :   Mahidol University ;   อักษร,ย่อ,['MU']
มหาวิทยาลัยมหิดล   ( อังกฤษ :   Mahidol University ;   อักษร,เดิม,"['ชื่อ', 'มหาวิทยาลัยแพทยศาสตร์']"
มหาวิทยาลัยมหิดล   ( อังกฤษ :   Mahidol University ;   อักษร,เป็น,"['สถาบัน', 'อุดมศึกษา']"
มหาวิทยาลัยมหิดล   ( อังกฤษ :   Mahidol University ;   อักษร,เน้น,"['การเรียนการสอน', 'ด้าน', 'วิทยาศาสตร์', 'สุขภาพ', 'วิทยาศาสตร์และ', 'เทคโนโลยี']"
และ สังคมศาสตร์และมนุษยศาสตร์  ,ตั้ง,"['ใน', 'อำเภอพุทธมณฑล', 'จังหวัดนครปฐม']"
และ,ตั้ง,"['แห่ง', 'ทั้ง', 'ใน', 'กรุงเทพมหานคร']"
"จังหวัดกาญจนบุรี   จังหวัดนครสวรรค์   และ จังหวัดอำนาจเจริญ
 มหาวิทยาลัยมหิดล",มา,"['จาก', 'โรง']"
"จังหวัดกาญจนบุรี   จังหวัดนครสวรรค์   และ จังหวัดอำนาจเจริญ
 มหาวิทยาลัยมหิดล",เรียน,"['แพทยากร', 'โรงพยาบาลศิริราช', 'ใน', 'ปัจจุบัน']"
"จังหวัดกาญจนบุรี   จังหวัดนครสวรรค์   และ จังหวัดอำนาจเจริญ
 มหาวิทยาลัยมหิดล",ก่อตั้ง,"['ใน', 'พ.ศ.', '2432']"
"จังหวัดกาญจนบุรี   จังหวัดนครสวรรค์   และ จังหวัดอำนาจเจริญ
 มหาวิทยาลัยมหิดล",รวม,"['กับ', 'โรง']"
"จังหวัดกาญจนบุรี   จังหวัดนครสวรรค์   และ จังหวัดอำนาจเจริญ
 มหาวิทยาลัยมหิดล",เรียน,"['ข้า', 'ราชการ', 'พลเรือนฯ']"
"จังหวัดกาญจนบุรี   จังหวัดนครสวรรค์   และ จังหวัดอำนาจเจริญ
 มหาวิทยาลัยมหิดล",จัดตั้ง,['จุฬาลงกรณ์มหาวิทยาลัย']
"จังหวัดกาญจนบุรี   จังหวัดนครสวรรค์   และ จังหวัดอำนาจเจริญ
 มหาวิทยาลัยมหิดล",พร้อม,['ทั้ง']
"จังหวัดกาญจนบุรี   จังหวัดนครสวรรค์   และ จังหวัดอำนาจเจริญ
 มหาวิทยาลัยมหิดล",เปลี่ยน,['สถานะ']
คณะแพทยศาสตร์แห่ง จุฬาลงกรณ์มหาวิทยาลัย   และ ถูก,เปลี่ยน,['ชื่อ']
ต่อ มา ใน วัน ที่   2   กุมภาพันธ์   พ.ศ.   2486   ได้,แยก,"['คณะ', 'วิชา', 'ด้าน', 'แพทยศาสตร์สี่', 'คณะ']"
ต่อ มา ใน วัน ที่   2   กุมภาพันธ์   พ.ศ.   2486   ได้,เป็น,['มหาวิทยาลัยแพทยศาสตร์']
"และ ใน วัน ที่   2   มีนาคม   พ.ศ.   2512   พระบาทสมเด็จพระปรมินทรมหาภูมิพลอดุลยเดช ทรง พระกรุณา โปรดเกล้า ฯ   พระราชทาน นาม   "" มหิดล ""   อัน",เป็น,"['พระนาม', 'ของ', 'สมเด็จพระมหิตลาธิเบศร อดุลยเดชวิกรม พระบรมราชชนก', 'ปัจจุบัน', 'มหาวิทยาลัยมหิดล']"
"และ ใน วัน ที่   2   มีนาคม   พ.ศ.   2512   พระบาทสมเด็จพระปรมินทรมหาภูมิพลอดุลยเดช ทรง พระกรุณา โปรดเกล้า ฯ   พระราชทาน นาม   "" มหิดล ""   อัน",จัด,"['การเรียนการสอน', 'ใน', '17', '6', 'วิทยาลัย', '9', 'สถาบัน', 'และ', '3', 'วิทยาเขต', 'และ']"
"และ ใน วัน ที่   2   มีนาคม   พ.ศ.   2512   พระบาทสมเด็จพระปรมินทรมหาภูมิพลอดุลยเดช ทรง พระกรุณา โปรดเกล้า ฯ   พระราชทาน นาม   "" มหิดล ""   อัน",เป็น,"['มหาวิทยาลัย', 'ชั้น']"
