Subject,Verb,Objects
ราชวิทยาลัยจุฬาภรณ์  ( อังกฤษ :   Chulabhorn   Royal   Academy )  ,ศึกษา,"['ทาง', 'วิชาการ', 'วิชาชีพ', 'ด้าน', 'วิทยาศาสตร์ ', 'เทคโนโลยี', 'สิ่ง']"
ราชวิทยาลัยจุฬาภรณ์  ( อังกฤษ :   Chulabhorn   Royal   Academy )  ,แวดล้อม,['แพทย์']
ราชวิทยาลัยจุฬาภรณ์  ( อังกฤษ :   Chulabhorn   Royal   Academy )  ,มี,['วัตถุประสงค์']
ราชวิทยาลัยจุฬาภรณ์  ( อังกฤษ :   Chulabhorn   Royal   Academy )  ,ประยุกต์,[' ส่งเสริม']
ราชวิทยาลัยจุฬาภรณ์  ( อังกฤษ :   Chulabhorn   Royal   Academy )  ,ผลิต,"['บุคลากร', 'ระดับ']"
ราชวิทยาลัยจุฬาภรณ์  ( อังกฤษ :   Chulabhorn   Royal   Academy )  ,สร้าง,['องค์']
ราชวิทยาลัยจุฬาภรณ์  ( อังกฤษ :   Chulabhorn   Royal   Academy )  ,เป็น,['ศูนย์']
ราชวิทยาลัยจุฬาภรณ์  ( อังกฤษ :   Chulabhorn   Royal   Academy )  ,เป็น,"['เลิศ', 'ด้าน', 'วิทยาศาสตร์ ', 'เทคโนโลยี', 'สิ่ง']"
ราชวิทยาลัยจุฬาภรณ์  ( อังกฤษ :   Chulabhorn   Royal   Academy )  ,แวดล้อม,['แพทย์']
ราชวิทยาลัยจุฬาภรณ์  ( อังกฤษ :   Chulabhorn   Royal   Academy )  ,บริการ,['แพทย์']
ราชวิทยาลัยจุฬาภรณ์  ( อังกฤษ :   Chulabhorn   Royal   Academy )  ,สาธารณสุข,['ประชาชน']
ราชวิทยาลัยจุฬาภรณ์  ( อังกฤษ :   Chulabhorn   Royal   Academy )  ,ประสบ,['ภัยพิบัติ']
ราชวิทยาลัยจุฬาภรณ์  ( อังกฤษ :   Chulabhorn   Royal   Academy )  ,ส่งเสริม,"['คุณธรรม', 'จริยธรรม', 'ทะนุบำรุง', 'ศิลปวัฒนธรรม']"
สถาบันการพยาบาลศรีสวรินทิรา สภากาชาดไทย     ( อังกฤษ :   Srisavarindhira Thai   Red   Cross Institute   of   Nursing )  ,เป็น,"['สถาบัน', 'อุดมศึกษา', 'กำกับ', 'รัฐ', 'ไม่']"
สถาบันการพยาบาลศรีสวรินทิรา สภากาชาดไทย     ( อังกฤษ :   Srisavarindhira Thai   Red   Cross Institute   of   Nursing )  ,เป็น,"['ส่วน', 'ราชการ']"
สถาบันการพยาบาลศรีสวรินทิรา สภากาชาดไทย     ( อังกฤษ :   Srisavarindhira Thai   Red   Cross Institute   of   Nursing )  ,อยู่,['ภาย']
สถาบันการพยาบาลศรีสวรินทิรา สภากาชาดไทย     ( อังกฤษ :   Srisavarindhira Thai   Red   Cross Institute   of   Nursing )  ,ดูแล,"['อุปถัมภ์', 'สภากาชาดไทย']"
สถาบันการพยาบาลศรีสวรินทิรา สภากาชาดไทย     ( อังกฤษ :   Srisavarindhira Thai   Red   Cross Institute   of   Nursing )  ,ทำ,"['การเรียนการสอน', 'หลักสูตร', 'พยาบาล', 'ศาสตรบัณฑิต', 'หลักสูตร', 'หลักสูตร', 'ประกาศนียบัตร']"
สถาบันการพยาบาลศรีสวรินทิรา สภากาชาดไทย     ( อังกฤษ :   Srisavarindhira Thai   Red   Cross Institute   of   Nursing )  ,พยาบาล,['ทาง']
มหาวิทยาลัยเทคโนโลยีสุรนารี   ( อังกฤษ :   Suranaree University  of   Technology ;   อักษร,ย่อ,"['มทส.', '–', 'SUT']"
มหาวิทยาลัยเทคโนโลยีสุรนารี   ( อังกฤษ :   Suranaree University  of   Technology ;   อักษร,เป็น,"['มหาวิทยาลัย', 'กำกับ', 'รัฐ']"
มหาวิทยาลัยเทคโนโลยีสุรนารี   ( อังกฤษ :   Suranaree University  of   Technology ;   อักษร,ตั้ง,['จังหวัดนครราชสีมา']
มหาวิทยาลัยเทคโนโลยีสุรนารี   ( อังกฤษ :   Suranaree University  of   Technology ;   อักษร,เป็น,"['มหาวิทยาลัย', 'วัน', 'กรกฎาคม', 'พ.ศ.', '2533']"
มหาวิทยาลัยเทคโนโลยีสุรนารี   ( อังกฤษ :   Suranaree University  of   Technology ;   อักษร,ยก,"['ฐานะ', 'วิทยาลัยสุรนารี', 'สังกัด', 'มหาวิทยาลัยขอนแก่น']"
มหาวิทยาลัยเทคโนโลยีสุรนารี   ( อังกฤษ :   Suranaree University  of   Technology ;   อักษร,เป็น,"['มหาวิทยาลัยเทคโนโลยีสุรนารี', ' มหาวิทยาลัย']"
มหาวิทยาลัยเทคโนโลยีสุรนารี   ( อังกฤษ :   Suranaree University  of   Technology ;   อักษร,ประจำ,['จังหวัดนครราชสีมา']
มหาวิทยาลัยเทคโนโลยีสุรนารี   ( อังกฤษ :   Suranaree University  of   Technology ;   อักษร,เป็น,"['มหาวิทยาลัย', 'กำกับ', 'รัฐ', 'ประเทศไทย\n', 'ปัจจุบัน', 'มหาวิทยาลัยเทคโนโลยีสุรนารี']"
มหาวิทยาลัยเทคโนโลยีสุรนารี   ( อังกฤษ :   Suranaree University  of   Technology ;   อักษร,จัด,['การเรียนการสอน']
มหาวิทยาลัยเทคโนโลยีสุรนารี   ( อังกฤษ :   Suranaree University  of   Technology ;   อักษร,ครอบคลุม,"['สาขา', 'วิทยาศาสตร์และ', 'เทคโนโลยี']"
โดย,มี,"['หลักสูตร', 'ระดับ', 'ปริญญา', 'ตรี', 'ปริญญา', 'โท', 'ปริญญา', 'เอก', 'ข้อมูล', 'ปี']"
โดย,ศึกษา,['2563']
นอก จาก นี้   มหาวิทยาลัยเทคโนโลยีสุรนารี ยัง,เป็น,['มหาวิทยาลัย']
นอก จาก นี้   มหาวิทยาลัยเทคโนโลยีสุรนารี ยัง,มี,"['คณาจารย์', 'คุณวุฒิ', 'ปริญญา', 'เอก']"
นอก จาก นี้   มหาวิทยาลัยเทคโนโลยีสุรนารี ยัง,เป็น,['ร้อย']
นอก จาก นี้   มหาวิทยาลัยเทคโนโลยีสุรนารี ยัง,สูง,"['ประเทศไทย', 'ร้อย', '80.21']"
นอก จาก นี้   มหาวิทยาลัยเทคโนโลยีสุรนารี ยัง,เป็น,['มหาวิทยาลัย']
นอก จาก นี้   มหาวิทยาลัยเทคโนโลยีสุรนารี ยัง,มี,"['ผล', 'งาน']"
นอก จาก นี้   มหาวิทยาลัยเทคโนโลยีสุรนารี ยัง,วิจัย,"['หัว', 'คณาจารย์']"
นอก จาก นี้   มหาวิทยาลัยเทคโนโลยีสุรนารี ยัง,สูง,['ประเทศไทย']
( มจร. )  ,คือ,['สถาบัน']
( มจร. )  ,ศึกษา,"['พระพุทธศาสนา', 'ชั้น']"
( มจร. )  ,สูง,"['รูปแบบ', 'มหาวิทยาลัย']"
ได้,พระมหากรุณาธิคุณ,['พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว']
ทรง สถาปนา ขึ้น เพื่อ ถวาย แด่ คณะ สงฆ์ ฝ่าย มหานิกาย   โดย,จัด,"['ด้าน', 'พุทธศาสตร์']"
ทรง สถาปนา ขึ้น เพื่อ ถวาย แด่ คณะ สงฆ์ ฝ่าย มหานิกาย   โดย,เป็น,['สาขา']
แล้ว,ขยาย,"['การเรียนการสอน', 'สาขา', 'วิชา']"
แล้ว,คล้าย,['รูปแบบ']
แล้ว,ก่อตั้ง,"['มหาวิทยาลัยปารีส', 'ประเทศฝรั่งเศส', 'มหาวิทยาลัยออกซฟอร์ด', 'ประเทศอังกฤษ']"
ที่,เริ่มต้น,"['สาขา', 'ด้าน', 'ศาสนา']"
ที่,ขยาย,"['สาขา', 'วิชา', 'ๆ\n', 'มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย']"
ที่,เป็น,['สถาบัน']
ที่,ศึกษา,"['ชั้น', 'สุง', 'ยุค', 'ไทย', 'ปี', 'พ.ศ.', '2562', 'มจร.']"
ที่,มี,"['อายุ', 'ถือกำเนิด', 'มหาธาตุวิทยาลัย', 'พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว', 'ทรง', 'พระกรุณา', 'โปรดเกล้า', 'สถาปนา', 'ภาย', 'วัดมหาธาตุฯ']"
เมื่อ ปี   พ.ศ.   2430   โดย,สอน,"['ปี', 'พ.ศ.', '2432']"
เมื่อ ปี   พ.ศ.   2430   โดย,พระราชทาน,['นาม']
เมื่อ ปี   พ.ศ.   2430   โดย,ใหม่,"['มหาจุฬาลงกรณราชวิทยาลัย', 'คราว', 'ทรง', 'สถาปนา', 'อาคารสังฆิกเสนาสน์ราชวิทยาลัย', 'ปี', 'พ.ศ.', '2439', 'ทรง']"
เมื่อ ปี   พ.ศ.   2430   โดย,ตั้ง,['พระทัย']
เมื่อ ปี   พ.ศ.   2430   โดย,เป็น,['สถาบัน']
เมื่อ ปี   พ.ศ.   2430   โดย,ศึกษา,['ชั้น']
เมื่อ ปี   พ.ศ.   2430   โดย,สูง,['พระสงฆ์']
การ,ดำเนิน,"['งาน', 'วิทยาลัย']"
การ,จริงจัง,"['พ.ศ.', '2490', 'พระพิมลธรรม', 'ช้อย', ' ฐานทตฺตเถร']"
การ,ดำเนิน,"['งาน', 'ลำดับ']"
การ,ยก,['ฐานะ']
การ,เป็น,"['มหาวิทยาลัย', 'กำกับ', 'รัฐ', 'ปี', 'พ.ศ.', '2540', 'พระราชบัญญัติ', 'มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย', 'พ.ศ.', '2540', 'อธิการบดี', 'รูป', 'ปัจจุบัน']"
การ,คือ,"['พระธรรมวัชรบัณฑิต', 'สมจินต์ สมฺมาปญฺโญ', 'ศาสตราจารย์,ดร.  ', ' \n', 'มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย']"
การ,เป็น,"['มหาวิทยาลัย', 'รัฐ']"
การ,มี,['บทบาท']
การ,ศึกษา,"['ด้าน', 'พระพุทธศาสนา']"
การ,สำคัญ,['โลก']
การ,เป็น,"['มหาวิทยาลัย', 'ศูนย์กลาง']"
การ,ศึกษา,"['ด้าน', 'พุทธศาสตร์']"
การ,สำคัญ,"['คณะ', 'สงฆ์', 'ไทย']"
การ,จัดตั้ง,"['วิทยาเขต', 'วิทยาลัยสงฆ์', 'ศูนย์วิทยบริการ', 'ห้อง']"
การ,กระจาย,"['ภูมิภาค', 'ประเทศ']"
ปัจจุบัน  ,เปิด,['การเรียนการสอน']
ปัจจุบัน  ,ครอบคลุม,"['ระดับ', 'ปริญญา', 'พุทธศาสตรบัณฑิต', 'ปริญญา', 'พุทธศาสตรดุษฏีบัณฑิต', 'หลักสูตร', 'ชาติ', 'ภาษา', 'อังกฤษ']"
ปัจจุบัน  ,รวม,['วิชา']
นอก จาก นี้   ยัง ได้,จัดตั้ง,"['ภาย', 'มหาวิทยาลัย']"
นอก จาก นี้   ยัง ได้,วิจัย,"['ด้าน', 'พุทธศาสตร์']"
นอก จาก นี้   ยัง ได้,ประยุกต์,"['พระบาทสมเด็จพระเจ้าอยู่หัว', 'ทรง', 'พระกรุณา', 'โปรด', 'ถวาย', 'สมเด็จพระอริยวงศาคตญาณ', 'สมเด็จพระสังฆราช สกลมหาสังฆปริณายก', 'เสด็จ', 'พระดำเนิน']"
นอก จาก นี้   ยัง ได้,เป็น,"['องค์', 'ประธาน', 'พิธี', 'ประสาท', 'ปริญญาบัตร', 'บัณฑิต']"
เมื่อ,จบ,['สถาบัน']
เมื่อ,ศึกษา,['สถาบัน']
เมื่อ,ศึกษา,['ชั้น']
เมื่อ,นำ,"['โลก', 'มหาวิทยาลัยฮาร์วาร์ด', 'มหาวิทยาลัยเยล', 'ประเทศสหรัฐอเมริกา', 'มหาวิทยาลัยฮ่องกง', 'มหาวิทยาลัยฟู่ตั้น', 'ประเทศจีน', 'มหาวิทยาลัยอ๊อกฟอร์ด', 'มหาวิทยาลัยเคมบริดจ์', 'มหาวิทยาลัยลอนดอน', 'มหาวิทยาลัย', 'เซ็นปีเตอร์สเบิร์ก', 'ประเทศรัสเซีย', 'ด้าน', 'อาคาร', 'สิ่ง']"
เมื่อ,ปลูกสร้าง,['มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย']
ได้,เมตตา,"['นุเคราะห์', 'อุปถัมภ์']"
ได้,พระเดชพระคุณ,"['พระพรหมมังคลาจารย์', 'ปั่น', 'ปทุมุตฺตโร', 'อดีต', 'เจ้า', 'อาวาส', 'วัดชลประทานรังสฤษดิ์', 'จังหวัดนนทบุรี', 'เจ้าพระคุณ', 'สมเด็จพระพุฒาจารย์', 'เกี่ยว อุปเสโณ', 'อดีต', 'เจ้า', 'อาวาส', 'วัดสระเกศราชวรมหาวิหาร', 'อดีต', 'ประธาน', 'คณะ']"
ได้,ปฏิบัติ,"['หน้าที่', 'สมเด็จพระสังฆราช']"
ได้,เจ้าพระคุณ,"['สมเด็จพระมหารัชมังคลาจารย์', 'ช่วง วรปุญฺโญ', 'อดีต', 'เจ้า', 'อาวาส', 'วัดปากน้ำ', 'ภาษีเจริญ', 'กรุงเทพมหานคร', 'อดีต']"
ได้,ปฏิบัติ,"['หน้าที่', 'สมเด็จพระสังฆราช']"
ตลอดจน ท่าน ทาน ธนบดี ผู้,มี,"['จิต', 'ศรัทธา']"
ตลอดจน ท่าน ทาน ธนบดี ผู้,บริจาค,['กัปปิยะภัณฑ์']
ตลอดจน ท่าน ทาน ธนบดี ผู้,เป็น,['เจ้าภาพ']
ตลอดจน ท่าน ทาน ธนบดี ผู้,สร้าง,"['อาคาร', 'สิ่ง', 'ปลูกสร้าง']"
มหาวิทยาลัยมหิดล   ( อังกฤษ :   Mahidol University ;   อักษร,ย่อ,['MU']
มหาวิทยาลัยมหิดล   ( อังกฤษ :   Mahidol University ;   อักษร,เดิม,"['ชื่อ', 'มหาวิทยาลัยแพทยศาสตร์']"
มหาวิทยาลัยมหิดล   ( อังกฤษ :   Mahidol University ;   อักษร,เป็น,"['สถาบัน', 'อุดมศึกษา']"
มหาวิทยาลัยมหิดล   ( อังกฤษ :   Mahidol University ;   อักษร,เน้น,"['ด้าน', 'วิทยาศาสตร์', 'สุขภาพ', 'วิทยาศาสตร์และ', 'เทคโนโลยี']"
และ สังคมศาสตร์และมนุษยศาสตร์  ,ตั้ง,"['อำเภอพุทธมณฑล', 'จังหวัดนครปฐม']"
และ,ตั้ง,['กรุงเทพมหานคร']
"จังหวัดกาญจนบุรี   จังหวัดนครสวรรค์   และ จังหวัดอำนาจเจริญ
 มหาวิทยาลัยมหิดล",มา,['โรง']
"จังหวัดกาญจนบุรี   จังหวัดนครสวรรค์   และ จังหวัดอำนาจเจริญ
 มหาวิทยาลัยมหิดล",เรียน,"['แพทยากร', 'โรงพยาบาลศิริราช', 'ปัจจุบัน']"
"จังหวัดกาญจนบุรี   จังหวัดนครสวรรค์   และ จังหวัดอำนาจเจริญ
 มหาวิทยาลัยมหิดล",ก่อตั้ง,"['พ.ศ.', '2432']"
"จังหวัดกาญจนบุรี   จังหวัดนครสวรรค์   และ จังหวัดอำนาจเจริญ
 มหาวิทยาลัยมหิดล",รวม,['โรง']
"จังหวัดกาญจนบุรี   จังหวัดนครสวรรค์   และ จังหวัดอำนาจเจริญ
 มหาวิทยาลัยมหิดล",เรียน,"['ข้า', 'ราชการ', 'พลเรือนฯ']"
"จังหวัดกาญจนบุรี   จังหวัดนครสวรรค์   และ จังหวัดอำนาจเจริญ
 มหาวิทยาลัยมหิดล",สถาปนา,['จุฬาลงกรณ์มหาวิทยาลัย']
"จังหวัดกาญจนบุรี   จังหวัดนครสวรรค์   และ จังหวัดอำนาจเจริญ
 มหาวิทยาลัยมหิดล",เปลี่ยน,['สถานะ']
คณะแพทยศาสตร์แห่ง จุฬาลงกรณ์มหาวิทยาลัย   และ ถูก,เปลี่ยน,['ชื่อ']
ต่อ มา ใน วัน ที่   2   กุมภาพันธ์   พ.ศ.   2486   ได้,แยก,"['คณะ', 'วิชา', 'ด้าน', 'แพทยศาสตร์สี่', 'คณะ']"
ต่อ มา ใน วัน ที่   2   กุมภาพันธ์   พ.ศ.   2486   ได้,เป็น,['มหาวิทยาลัยแพทยศาสตร์']
"และ ใน วัน ที่   2   มีนาคม   พ.ศ.   2512   พระบาทสมเด็จพระปรมินทรมหาภูมิพลอดุลยเดช ทรง พระกรุณา โปรดเกล้า ฯ   พระราชทาน นาม   "" มหิดล ""   อัน",เป็น,"['พระนาม', 'สมเด็จพระมหิตลาธิเบศร อดุลยเดชวิกรม พระบรมราชชนก', 'ปัจจุบัน', 'มหาวิทยาลัยมหิดล']"
"และ ใน วัน ที่   2   มีนาคม   พ.ศ.   2512   พระบาทสมเด็จพระปรมินทรมหาภูมิพลอดุลยเดช ทรง พระกรุณา โปรดเกล้า ฯ   พระราชทาน นาม   "" มหิดล ""   อัน",จัด,"['การเรียนการสอน', 'วิทยาเขต']"
"และ ใน วัน ที่   2   มีนาคม   พ.ศ.   2512   พระบาทสมเด็จพระปรมินทรมหาภูมิพลอดุลยเดช ทรง พระกรุณา โปรดเกล้า ฯ   พระราชทาน นาม   "" มหิดล ""   อัน",เป็น,"['มหาวิทยาลัย', 'ชั้น']"
"และ ใน วัน ที่   2   มีนาคม   พ.ศ.   2512   พระบาทสมเด็จพระปรมินทรมหาภูมิพลอดุลยเดช ทรง พระกรุณา โปรดเกล้า ฯ   พระราชทาน นาม   "" มหิดล ""   อัน",นำ,['ประเทศไทย']
"และ ใน วัน ที่   2   มีนาคม   พ.ศ.   2512   พระบาทสมเด็จพระปรมินทรมหาภูมิพลอดุลยเดช ทรง พระกรุณา โปรดเกล้า ฯ   พระราชทาน นาม   "" มหิดล ""   อัน",จัด,"['อันดับ', 'สำนักจัด', 'อันดับ']"
และ ได้,เป็น,"['1', 'พ.ศ.', '2552']"
และ ได้,เป็น,"['สมาชิก', 'เครือข่าย', 'มหาวิทยาลัยอาเซียน', 'ASEAN University Network', 'AUN']"
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ   ( อังกฤษ :   King  Mongkut ' s   University  of   Technology   North   Bangkok ;   อักษร,ย่อ,"['มจพ.', '–', 'KMUTNB']"
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ   ( อังกฤษ :   King  Mongkut ' s   University  of   Technology   North   Bangkok ;   อักษร,เป็น,"['มหาวิทยาลัย', 'กำกับ', 'รัฐบาล']"
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ   ( อังกฤษ :   King  Mongkut ' s   University  of   Technology   North   Bangkok ;   อักษร,ร่วมมือ,"['รัฐบาล', 'ไทย', 'รัฐบาล', 'เยอรมนี']"
"ใน ปี   พ.ศ.   2502   ใน นาม   "" โรง เรียนเทคนิค พระนครเหนือ ""   ก่อน จะ",ยก,"['ฐานะ', 'ปี', 'พ.ศ.', '2507']"
"ใน ปี   พ.ศ.   2502   ใน นาม   "" โรง เรียนเทคนิค พระนครเหนือ ""   ก่อน จะ",เป็น,"['วิทยาลัยเทคนิค', 'พระนครเหนือ']"
"ใน ปี   พ.ศ.   2502   ใน นาม   "" โรง เรียนเทคนิค พระนครเหนือ ""   ก่อน จะ",เป็น,"['สถาบันเทคโนโลยีพระจอมเกล้า วิทยาเขตพระนครเหนือ', 'ปี', 'พ.ศ.', '2514']"
"ใน ปี   พ.ศ.   2502   ใน นาม   "" โรง เรียนเทคนิค พระนครเหนือ ""   ก่อน จะ",มี,['อำนาจ']
"ใน ปี   พ.ศ.   2502   ใน นาม   "" โรง เรียนเทคนิค พระนครเหนือ ""   ก่อน จะ",เป็น,['อิสระ']
ใน ปี   พ.ศ.   2529     และ ได้ ถูก,ยก,['ฐานะ']
ใน ปี   พ.ศ.   2529     และ ได้ ถูก,เป็น,"['มหาวิทยาลัย', 'ปี', 'พ.ศ.', '2551', 'ปัจจุบัน', 'มหาวิทยาลัยฯ']"
ใน ปี   พ.ศ.   2529     และ ได้ ถูก,เป็น,['วิทยาเขต']
ใน ปี   พ.ศ.   2529     และ ได้ ถูก,ได้แก่,"['วิทยาเขตกรุงเทพมหานคร', 'ปราจีนบุรี', 'ระยอง']"
ใน ปี   พ.ศ.   2529     และ ได้ ถูก,ทำ,"['การเรียนการสอน', 'วิทยาลัย', 'ระดับ', 'ประกาศณียบัตร', 'วิชาชีพ', 'ปวช.', 'ปริญญา', 'ตรี', 'ปริญญา', 'โท', 'ปริญญา', 'เอก']"
มหาวิทยาลัยทักษิณ   ( อังกฤษ :   Thaksin University ;   อักษร,ย่อ,"['มทษ.', '–', 'TSU']"
มหาวิทยาลัยทักษิณ   ( อังกฤษ :   Thaksin University ;   อักษร,เป็น,"['สถาบัน', 'อุดมศึกษา', 'กำกับ', 'รัฐ']"
มหาวิทยาลัยทักษิณ   ( อังกฤษ :   Thaksin University ;   อักษร,มี,['พื้นที่']
มหาวิทยาลัยทักษิณ   ( อังกฤษ :   Thaksin University ;   อักษร,ตั้ง,"['วิทยาเขต', 'จังหวัดสงขลา', 'จังหวัดพัทลุง', 'ถือกำเนิด', 'วิทยาลัย', 'วิชาการ']"
มหาวิทยาลัยทักษิณ   ( อังกฤษ :   Thaksin University ;   อักษร,ก่อตั้ง,"['เมือปี', 'พ.ศ.', '2511']"
มหาวิทยาลัยทักษิณ   ( อังกฤษ :   Thaksin University ;   อักษร,พัฒนา,['เรื่อย']
มหาวิทยาลัยทักษิณ   ( อังกฤษ :   Thaksin University ;   อักษร,เป็น,"['มหาวิทยาลัยศรีนครินทรวิโรฒ', 'วิทยาเขตสงขลา', 'ปี', '2517']"
มหาวิทยาลัยทักษิณ   ( อังกฤษ :   Thaksin University ;   อักษร,แยก,['ตัว']
มหาวิทยาลัยทักษิณ   ( อังกฤษ :   Thaksin University ;   อักษร,เป็น,"['เอกเทศ', 'ปี', 'พ.ศ.', '2539']"
มหาวิทยาลัยทักษิณ   ( อังกฤษ :   Thaksin University ;   อักษร,เป็น,['มหาวิทยาลัยทักษิณ']
มหาวิทยาลัยทักษิณ   ( อังกฤษ :   Thaksin University ;   อักษร,พระราชบัญญัติ,['มหาวิทยาลัยทักษิณ']
มหาวิทยาลัยทักษิณ   ( อังกฤษ :   Thaksin University ;   อักษร,ผ่าน,"['กระบวนการ', 'กฎหมาย', 'ขั้นตอน']"
และ ได้,ประกาศ,['ราชกิจจานุเบกษา']
เมื่อ วัน พฤหัสบดี ที่   31   ตุลาคม   พ.ศ.   2539  ,มี,['ผล']
เมื่อ วัน พฤหัสบดี ที่   31   ตุลาคม   พ.ศ.   2539  ,ใช้,"['วัน', 'ศุกร์', 'พฤศจิกายน', 'พ.ศ.', '2539']"
เมื่อ วัน พฤหัสบดี ที่   31   ตุลาคม   พ.ศ.   2539  ,เป็น,"['วัน', 'มหาวิทยาลัยทักษิณ', 'ชื่อ', 'มหาวิทยาลัยทักษิณ', 'สื่อ', 'มหาวิทยาลัย', 'ภาค', 'ใต้', 'ทักษิณ']"
เมื่อ วัน พฤหัสบดี ที่   31   ตุลาคม   พ.ศ.   2539  ,แปล,"['ทิศ', 'ใต้', ')\n', 'มหาวิทยาลัยทักษิณ']"
เมื่อ วัน พฤหัสบดี ที่   31   ตุลาคม   พ.ศ.   2539  ,จัด,"['กลุ่ม', 'สถาบัน', 'อุดมศึกษา']"
เมื่อ วัน พฤหัสบดี ที่   31   ตุลาคม   พ.ศ.   2539  ,ผลิต,['บัณฑิต']
เมื่อ วัน พฤหัสบดี ที่   31   ตุลาคม   พ.ศ.   2539  ,พัฒนา,"['ศิลปะ', 'วัฒนธรรม']"
ได้,ประเมิน,"['สำนักงานรับรองมาตรฐานและประเมิน', 'คุณภาพ']"
ได้,ศึกษา,['ระดับ']
โดย,เฉพาะ,['ด้าน']
โดย,บริการ,['สังคม']
ด้าน การ,ทำนุบำรุง,"['ศิลปะ', 'วัฒนธรรม', 'ด้าน']"
ด้าน การ,ประกัน,"['คุณภาพ', 'ภาย']"
ด้าน การ,ประเมิน,['ระดับ']
ปัจจุบัน   มหาวิทยาลัยทักษิณ,ประกอบ,['วิทยาเขต']
ปัจจุบัน   มหาวิทยาลัยทักษิณ,ได้แก่,"['วิทยาเขตสงขลา', 'วิทยาเขตพัทลุง']"
ปัจจุบัน   มหาวิทยาลัยทักษิณ,มี,"['สำนัก', 'งาน', 'กรุงเทพมหานคร']"
ปัจจุบัน   มหาวิทยาลัยทักษิณ,จัด,"['การเรียนการสอน', 'ระดับ', 'ปริญญา', 'ตรี', 'ปริญญา', 'โท', 'ปริญญา', 'เอก']"
ปัจจุบัน   มหาวิทยาลัยทักษิณ,ครอบคลุม,"['สาขา', 'วิชาการ', 'ทาง', 'วิทยาศาสตร์ ', 'วิทยาศาสตร์', 'สุขภาพ', 'สังคมศาสตร์', 'มนุษยศาสตร์']"
มหาวิทยาลัยพะเยา   ( อังกฤษ :   University   of   Phayao ;   ชื่อ ย่อ :   มพ.   –   UP )  ,เป็น,"['มหาวิทยาลัย', 'กำกับ', 'รัฐบาล']"
มหาวิทยาลัยพะเยา   ( อังกฤษ :   University   of   Phayao ;   ชื่อ ย่อ :   มพ.   –   UP )  ,ตั้ง,['จังหวัดพะเยา']
มหาวิทยาลัยพะเยา   ( อังกฤษ :   University   of   Phayao ;   ชื่อ ย่อ :   มพ.   –   UP )  ,เดิม,"['ชื่อ', 'มหาวิทยาลัยนเรศวร วิทยาเขตพะเยา']"
ต่อ มา  ,ตรา,"['พระราชบัญญัติ', 'มหาวิทยาลัยพะเยา', 'พ.ศ.', '2553', 'วัน', 'กรกฎาคม', 'พ.ศ.', '2553']"
ต่อ มา  ,ประกาศ,"['ราชกิจจานุเบกษา', 'วัน', 'กรกฎาคม', 'พ.ศ.', '2553']"
ต่อ มา  ,ถือ,['มหาวิทยาลัยพะเยา']
ต่อ มา  ,แยก,['มหาวิทยาลัยนเรศวร']
ต่อ มา  ,เป็น,"['มหาวิทยาลัย', 'เอกเทศ']"
ต่อ มา  ,เต็ม,['รูปแบบ']
ต่อ มา  ,เป็น,"['มหาวิทยาลัย', 'รัฐ', 'ไทย']"
โดย ใน ปัจจุบัน   มหาวิทยาลัยพะเยา,เป็น,"['วิทยาเขต', 'มหาวิทยาลัยนเรศวร']"
มหาวิทยาลัยนวมินทราธิราช   ( อังกฤษ :   Navamindradhiraj University ;   อักษร,ย่อ,"['นมร.', '–', 'NMU']"
มหาวิทยาลัยนวมินทราธิราช   ( อังกฤษ :   Navamindradhiraj University ;   อักษร,เดิม,"['ชื่อ', 'มหาวิทยาลัยกรุงเทพมหานคร', 'ม.', 'กทม.']"
มหาวิทยาลัยนวมินทราธิราช   ( อังกฤษ :   Navamindradhiraj University ;   อักษร,เป็น,"['มหาวิทยาลัย', 'กำกับ', 'กรุงเทพมหานคร']"
มหาวิทยาลัยนวมินทราธิราช   ( อังกฤษ :   Navamindradhiraj University ;   อักษร,ตั้ง,"['เขต', 'ดุสิต', 'กรุงเทพมหานคร']"
มหาวิทยาลัยนวมินทราธิราช   ( อังกฤษ :   Navamindradhiraj University ;   อักษร,ก่อตั้ง,"['วัน', 'พฤศจิกายน', 'พ.ศ.', '2553']"
มหาวิทยาลัยนวมินทราธิราช   ( อังกฤษ :   Navamindradhiraj University ;   อักษร,มี,"['คณะ', 'วิชา']"
มหาวิทยาลัยนวมินทราธิราช   ( อังกฤษ :   Navamindradhiraj University ;   อักษร,คือ,"['คณะแพทยศาสตร์วชิร', 'พยาบาล', 'คณะพยาบาลศาสตร์']"
มหาวิทยาลัยนวมินทราธิราช   ( อังกฤษ :   Navamindradhiraj University ;   อักษร,เกื้อการุณย์,"['ปัจจุบัน', 'มหาวิทยาลัยนวมินทราธิราช']"
