Subject,Verb,Objects
ราชวิทยาลัยจุฬาภรณ์   ( อังกฤษ :   Chulabhorn   Royal   Academy )  ,ส่งเสริม,"['คุณธรรม', 'จริยธรรม', 'ทะนุบำรุง', 'ศิลปวัฒนธรรม']"
สถาบันการพยาบาลศรีสวรินทิรา   สภากาชาดไทย    ( อังกฤษ :   Srisavarindhira   Thai   Red   Cross   Institute   of   Nursing )  ,เป็น,"['สถาบัน', 'อุดมศึกษา', 'กำกับ', 'รัฐ', 'ไม่']"
สถาบันการพยาบาลศรีสวรินทิรา   สภากาชาดไทย    ( อังกฤษ :   Srisavarindhira   Thai   Red   Cross   Institute   of   Nursing )  ,เป็น,['ส่วนราชการ']
สถาบันการพยาบาลศรีสวรินทิรา   สภากาชาดไทย    ( อังกฤษ :   Srisavarindhira   Thai   Red   Cross   Institute   of   Nursing )  ,ดูแล,"['อุปถัมภ์', 'สภากาชาดไทย']"
สถาบันการพยาบาลศรีสวรินทิรา   สภากาชาดไทย    ( อังกฤษ :   Srisavarindhira   Thai   Red   Cross   Institute   of   Nursing )  ,ทำ,['การเรียน']
สถาบันการพยาบาลศรีสวรินทิรา   สภากาชาดไทย    ( อังกฤษ :   Srisavarindhira   Thai   Red   Cross   Institute   of   Nursing )  ,การสอน,"['หลักสูตร', 'พยาบาลศาสตรบัณฑิต', 'หลักสูตร', 'หลักสูตร', 'ประกาศนียบัตร']"
สถาบันการพยาบาลศรีสวรินทิรา   สภากาชาดไทย    ( อังกฤษ :   Srisavarindhira   Thai   Red   Cross   Institute   of   Nursing )  ,พยาบาล,['เฉพาะทาง']
มหาวิทยาลัยเทคโนโลยีสุรนารี   ( อังกฤษ :   Suranaree   University   of   Technology ;   อักษรย่อ :   มท ส.   –   SUT )  ,เป็น,"['มหาวิทยาลัย', 'กำกับ', 'รัฐ']"
มหาวิทยาลัยเทคโนโลยีสุรนารี   ( อังกฤษ :   Suranaree   University   of   Technology ;   อักษรย่อ :   มท ส.   –   SUT )  ,ตั้งอยู่,"['จังหวัด', 'นครราชสีมา']"
มหาวิทยาลัยเทคโนโลยีสุรนารี   ( อังกฤษ :   Suranaree   University   of   Technology ;   อักษรย่อ :   มท ส.   –   SUT )  ,เป็น,"['มหาวิทยาลัย', 'วันที่', 'กรกฎาคม', 'พ.ศ.', '2533']"
มหาวิทยาลัยเทคโนโลยีสุรนารี   ( อังกฤษ :   Suranaree   University   of   Technology ;   อักษรย่อ :   มท ส.   –   SUT )  ,ยกฐานะ,"['  ', 'วิทยาลัย', 'สุรนารี', '  ']"
มหาวิทยาลัยเทคโนโลยีสุรนารี   ( อังกฤษ :   Suranaree   University   of   Technology ;   อักษรย่อ :   มท ส.   –   SUT )  ,ในสังกัด,['มหาวิทยาลัยขอนแก่น']
มหาวิทยาลัยเทคโนโลยีสุรนารี   ( อังกฤษ :   Suranaree   University   of   Technology ;   อักษรย่อ :   มท ส.   –   SUT )  ,เป็น,"['มหาวิทยาลัยเทคโนโลยีสุรนารี', 'มหาวิทยาลัย', 'ประจำจังหวัด', 'นครราชสีมา']"
มหาวิทยาลัยเทคโนโลยีสุรนารี   ( อังกฤษ :   Suranaree   University   of   Technology ;   อักษรย่อ :   มท ส.   –   SUT )  ,เป็น,"['มหาวิทยาลัย', 'กำกับ', 'รัฐ', 'ประเทศ', 'ไทย', '\n', 'ปัจจุบัน', 'มหาวิทยาลัยเทคโนโลยีสุรนารี']"
มหาวิทยาลัยเทคโนโลยีสุรนารี   ( อังกฤษ :   Suranaree   University   of   Technology ;   อักษรย่อ :   มท ส.   –   SUT )  ,จัด,"['การเรียน', 'การสอน']"
มหาวิทยาลัยเทคโนโลยีสุรนารี   ( อังกฤษ :   Suranaree   University   of   Technology ;   อักษรย่อ :   มท ส.   –   SUT )  ,ครอบคลุม,"['สาขา', 'วิทยาศาสตร์', 'เทคโนโลยี']"
โดย,มี,"['หลักสูตร', 'ระดับ', 'ปริญญาตรี', 'ปริญญาโท', 'ปริญญาเอก', 'ข้อมูล', 'ปีการศึกษา', '2563']"
โดย,มี,['นักศึกษา']
นอกจากนี้   มหาวิทยาลัยเทคโนโลยีสุรนารี ยัง,เป็น,['มหาวิทยาลัย']
นอกจากนี้   มหาวิทยาลัยเทคโนโลยีสุรนารี ยัง,มี,"['คณาจารย์', 'คุณวุฒิ', 'ปริญญาเอก']"
นอกจากนี้   มหาวิทยาลัยเทคโนโลยีสุรนารี ยัง,เป็น,['ร้อยละ']
นอกจากนี้   มหาวิทยาลัยเทคโนโลยีสุรนารี ยัง,สูง,"['ในประเทศ', 'ไทย', 'ร้อยละ', '80.21']"
นอกจากนี้   มหาวิทยาลัยเทคโนโลยีสุรนารี ยัง,เป็น,['มหาวิทยาลัย']
นอกจากนี้   มหาวิทยาลัยเทคโนโลยีสุรนารี ยัง,มี,"['ผลงานวิจัย', 'ต่อหัว', 'คณาจารย์']"
นอกจากนี้   มหาวิทยาลัยเทคโนโลยีสุรนารี ยัง,สูง,"['ในประเทศ', 'ไทย']"
(มจ ร. )  ,คือ,"['สถาบันการศึกษา', 'พระพุทธศาสนา']"
(มจ ร. )  ,ชั้นสูง,"['รูปแบบ', 'มหาวิทยาลัย', '  ']"
(มจ ร. )  ,พระมหากรุณาธิคุณ,['พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว']
ทรง สถาปนา ขึ้น เพื่อ,ถวาย,"['แด่', 'คณะสงฆ์', 'ฝ่าย', 'มหานิกาย']"
ทรง สถาปนา ขึ้น เพื่อ,จัด,"['การเรียน', 'ด้าน', 'พุทธศาสตร์']"
ทรง สถาปนา ขึ้น เพื่อ,เป็น,['สาขา']
แล้ว ต่อมา ได้,ขยาย,"['การเรียน', 'การสอน', 'สาขาวิชา']"
แล้ว ต่อมา ได้,คล้าย,['รูปแบบ']
แล้ว ต่อมา ได้,ก่อตั้ง,"['มหาวิทยาลัย', 'ปารีส', 'ประเทศ', 'ฝรั่งเศส', 'มหาวิทยาลัย', 'ฟอร์ด', 'ประเทศ', 'อังกฤษ']"
ที่,เริ่มต้น,"['สาขา', 'ด้าน', 'ศาสนา']"
ที่,ขยาย,"['สาขาวิชา', '\n', 'มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย']"
ที่,เป็น,"['สถาบันการศึกษา', 'ชั้น', 'สุ', 'ง', 'ยุค', 'ไทย', 'ปี', 'พ.ศ.', '2562', 'มจ', 'ร.', 'มีอายุ', 'ถือกำเนิด', 'มหาธาตุ', 'วิทยาลัย', '  ', 'พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว', 'ทรง', 'พระ', 'กรุณา', 'โปรดเกล้าฯ', 'สถาปนา', 'วัดมหาธาตุฯ']"
เมื่อ ปี   พ.ศ.   2430   โดย,ทำ,"['การสอน', 'ปี', 'พ.ศ.', '2432']"
เมื่อ ปี   พ.ศ.   2430   โดย,พระราชทาน,['นาม']
เมื่อ ปี   พ.ศ.   2430   โดย,ใหม่,['มหา']
เมื่อ ปี   พ.ศ.   2430   โดย,จุฬา,"['กร', 'ราช', 'วิทยาลัย', 'ทรง', 'สถาปนา', 'อาคาร', 'สัง', 'ฆิก', 'เส', 'นาสน์']"
เมื่อ ปี   พ.ศ.   2430   โดย,ราช,"['วิทยาลัย', 'ปี', 'พ.ศ.', '2439', 'ทรง']"
เมื่อ ปี   พ.ศ.   2430   โดย,ตั้ง,['พระทัย']
เมื่อ ปี   พ.ศ.   2430   โดย,เป็น,['สถาบันการศึกษา']
เมื่อ ปี   พ.ศ.   2430   โดย,ชั้นสูง,['พระสงฆ์']
การ,ดำเนินงาน,['วิทยาลัย']
การ,จริงจัง,"['พ.ศ.', '2490', 'พระ']"
การ,พิมล,"['ธรรม', 'ช้อย', 'ฐาน', 'ทตฺต', 'เถร']"
การ,เป็น,"['มหาวิทยาลัย', 'กำกับ', 'รัฐ', 'ปี', 'พ.ศ.', '2540', 'ความใน', 'พระราชบัญญัติ', 'มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย', 'พ.ศ.', '2540', 'อธิการบดี', 'รูป', 'ปัจจุบัน']"
การ,คือ,"['พระธรรม', 'วัชร', 'บัณฑิต', '(สม', 'จินต์', 'สม', 'ฺ']"
การ,"ปญฺโญ),","['ศาสตราจารย์', 'ดร.', '   ', '\n', 'มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย']"
การ,เป็น,"['มหาวิทยาลัย', 'รัฐ']"
การ,มีบทบาท,['โดดเด่น']
การ,ส่งเสริม,"['การศึกษา', 'ด้าน', 'พระพุทธศาสนา']"
การ,สำคัญ,['โลก']
การ,เป็น,"['มหาวิทยาลัย', 'ศูนย์กลาง', 'ด้าน', 'พุทธศาสตร์']"
การ,สำคัญ,"['คณะสงฆ์', 'ไทย']"
การ,จัดตั้ง,"['วิทยาเขต', 'วิทยาลัย', 'สงฆ์', 'ศูนย์']"
การ,บริการ,['ห้องเรียน']
การ,กระจาย,"['ภูมิภาค', 'ประเทศ']"
ปัจจุบัน  ,เปิด,"['การเรียน', 'การสอน']"
ปัจจุบัน  ,ครอบคลุม,"['ระดับ', 'ปริญญา', 'พุทธ', 'ศาสตร', 'บัณฑิต', 'ปริญญา', 'พุทธ', 'ศาสตร', 'ดุ', 'ษฏี', 'บัณฑิต', 'หลักสูตร', 'นานาชาติ', 'ภาษาอังกฤษ']"
นอกจากนี้   ยัง ได้,จัดตั้ง,"['สถาบันวิจัย', 'มหาวิทยาลัย']"
นอกจากนี้   ยัง ได้,ดำเนิน,"['การวิจัย', 'ด้าน', 'พุทธศาสตร์']"
นอกจากนี้   ยัง ได้,ประยุกต์,"['พระ', 'บาท', 'สมเด็จ', 'พระเจ้าอยู่หัว', 'ทรง', 'พระ', 'กรุณา', 'โปรด', 'ถวาย', 'สมเด็จพระอริยวงศาคตญาณ', 'สมเด็จพระสังฆราช', 'สกลมหาสังฆปริณายก', 'เสด็จ', 'พระ']"
นอกจากนี้   ยัง ได้,เป็น,"['องค์', 'ประธาน', 'พิธี', 'ประสาท', 'ปริญญาบัตร', 'บัณฑิต']"
เมื่อ,จบ,['สถาบัน']
เมื่อ,ศึกษา,"['สถาบันการศึกษา', 'ชั้นนำ', 'โลก', 'มหาวิทยาลัย', 'ฮาร์วาร์ด', 'มหาวิทยาลัย', 'เย', 'ล', 'ประเทศ', 'สหรัฐอเมริกา', 'มหาวิทยาลัย', 'ฮ่องกง', 'มหาวิทยาลัย', 'ฟู่', 'ประเทศ', 'จีน', 'มหาวิทยาลัย', 'อ๊อก', 'ฟอร์ด', 'มหาวิทยาลัย', 'เคมบริดจ์', 'มหาวิทยาลัย', 'ลอนดอน', 'มหาวิทยาลัย', 'เซ็น', 'ปีเตอร์', 'สเบิร์ก', 'ประเทศ', 'รัสเซีย', '\n', 'ด้าน', 'อาคาร', 'สิ่งปลูกสร้าง', 'มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย']"
เมื่อ,ได้รับ,"['ความเมตตา', 'นุ', 'เคราะห์', 'อุปถัมภ์']"
เมื่อ,พระเดชพระคุณ,"['พระพรหม', 'มัง', 'คลา', 'จารย์', 'ปั่น', 'ป', 'ทุ', 'มุต', 'ฺต', 'โร', 'อดีต', 'เจ้าอาวาส']"
เมื่อ,วัด,"['ชลประทานรังสฤษดิ์', 'จังหวัด', 'นนทบุรี']"
เมื่อ,เจ้าพระคุณ,"['สมเด็จพระพุฒาจารย์', 'เกี่ยว', 'อุป', 'เส', 'โณ)', 'อดีต', 'เจ้าอาวาส']"
เมื่อ,วัด,"['สระ', 'เกศ', 'ราชวรมหาวิหาร', 'อดีต', 'ประธาน', 'คณะ']"
เมื่อ,ปฏิบัติหน้าที่,['สมเด็จพระสังฆราช']
เมื่อ,เจ้าพระคุณ,"['สมเด็จ', 'พระ']"
เมื่อ,มหา,"['รัช', 'มัง', 'คลา', 'จารย์', 'ช่วง', 'วร', 'ปุ', 'ญฺโญ)', 'อดีต', 'เจ้าอาวาส']"
เมื่อ,วัด,"['ปากน้ำ', 'ภาษี', 'เจริญ', 'กรุงเทพมหานคร', 'อดีต']"
เมื่อ,ปฏิบัติหน้าที่,['สมเด็จพระสังฆราช']
ตลอดจน ท่าน ทาน ธนบดี ผู้,มี,"['จิต', 'ศรัทธา']"
ตลอดจน ท่าน ทาน ธนบดี ผู้,กัปปิยะ,"['ภัณฑ์', 'เป็นเจ้าภาพ']"
ตลอดจน ท่าน ทาน ธนบดี ผู้,สร้าง,"['อาคาร', 'สิ่งปลูกสร้าง']"
มหาวิทยาลัยมหิดล   ( อังกฤษ :   Mahidol   University ;   อักษรย่อ :   MU )  ,เดิม,"['ชื่อ', 'มหาวิทยาลัย', 'แพทยศาสตร์']"
มหาวิทยาลัยมหิดล   ( อังกฤษ :   Mahidol   University ;   อักษรย่อ :   MU )  ,เป็น,"['สถาบัน', 'อุดมศึกษา']"
มหาวิทยาลัยมหิดล   ( อังกฤษ :   Mahidol   University ;   อักษรย่อ :   MU )  ,เน้น,['การเรียน']
มหาวิทยาลัยมหิดล   ( อังกฤษ :   Mahidol   University ;   อักษรย่อ :   MU )  ,การสอน,"['ด้าน', 'วิทยาศาสตร์', 'สุขภาพ', 'วิทยาศาสตร์', 'เทคโนโลยี']"
และ สังคมศาสตร์ และ มนุษยศาสตร์  ,ตั้งอยู่,"['อำเภอ', 'พุทธมณฑล', 'จังหวัด', 'นครปฐม']"
และ,มี,"['ที่ตั้ง', 'กรุงเทพมหานคร']"
"จังหวัด กาญจนบุรี   จังหวัด นครสวรรค์   และ จังหวัด อำนาจเจริญ 
 มหาวิทยาลัยมหิดล",มาจาก,"['โรงเรียน', 'แพทยา', 'กร', 'โรงพยาบาล', 'ศิริราช', 'ปัจจุบัน', 'ก่อ']"
"จังหวัด กาญจนบุรี   จังหวัด นครสวรรค์   และ จังหวัด อำนาจเจริญ 
 มหาวิทยาลัยมหิดล",ตั้งขึ้น,"['พ.ศ.', '2432']"
"จังหวัด กาญจนบุรี   จังหวัด นครสวรรค์   และ จังหวัด อำนาจเจริญ 
 มหาวิทยาลัยมหิดล",กรวม,"['โรงเรียน', 'ข้าราชการพลเรือน', 'ฯ']"
"จังหวัด กาญจนบุรี   จังหวัด นครสวรรค์   และ จังหวัด อำนาจเจริญ 
 มหาวิทยาลัยมหิดล",สถาปนา,['จุฬาลงกรณ์มหาวิทยาลัย']
"จังหวัด กาญจนบุรี   จังหวัด นครสวรรค์   และ จังหวัด อำนาจเจริญ 
 มหาวิทยาลัยมหิดล",เปลี่ยน,['สถานะ']
คณะ แพทยศาสตร์ แห่ง จุฬาลงกรณ์มหาวิทยาลัย   และ ถูก,เปลี่ยน,['ชื่อ']
ต่อมา ใน วันที่   2   กุมภาพันธ์   พ.ศ.   2486   ได้,แยก,"['คณะ', 'วิชา', 'ด้าน', 'แพทยศาสตร์', 'คณะ']"
ต่อมา ใน วันที่   2   กุมภาพันธ์   พ.ศ.   2486   ได้,เป็น,"['มหาวิทยาลัย', 'แพทยศาสตร์']"
"และ ใน วันที่   2   มีนาคม   พ.ศ.   2512   พระบาทสมเด็จพระปรมินทรมหาภูมิพลอดุลยเดช ทรง พระ กรุณา โปรดเกล้าฯ   พระราชทาน นาม   "" มหิดล ""  ",อันเป็น,"['พระนาม', 'สมเด็จพระมหิตลาธิเบศร อดุลยเดชวิกรม พระบรมราชชนก', 'ปัจจุบัน', 'มหาวิทยาลัยมหิดล']"
"และ ใน วันที่   2   มีนาคม   พ.ศ.   2512   พระบาทสมเด็จพระปรมินทรมหาภูมิพลอดุลยเดช ทรง พระ กรุณา โปรดเกล้าฯ   พระราชทาน นาม   "" มหิดล ""  ",จัด,['การเรียน']
"และ ใน วันที่   2   มีนาคม   พ.ศ.   2512   พระบาทสมเด็จพระปรมินทรมหาภูมิพลอดุลยเดช ทรง พระ กรุณา โปรดเกล้าฯ   พระราชทาน นาม   "" มหิดล ""  ",การสอน,['วิทยาเขต']
"และ ใน วันที่   2   มีนาคม   พ.ศ.   2512   พระบาทสมเด็จพระปรมินทรมหาภูมิพลอดุลยเดช ทรง พระ กรุณา โปรดเกล้าฯ   พระราชทาน นาม   "" มหิดล ""  ",เป็น,"['มหาวิทยาลัย', 'ชั้นนำ', 'ประเทศ', 'ไทย']"
"และ ใน วันที่   2   มีนาคม   พ.ศ.   2512   พระบาทสมเด็จพระปรมินทรมหาภูมิพลอดุลยเดช ทรง พระ กรุณา โปรดเกล้าฯ   พระราชทาน นาม   "" มหิดล ""  ",จัดอันดับ,"['สำนัก', 'จัดอันดับ']"
และ,เป็น,"['1', 'มหาวิทยาลัย']"
และ,วิจัย,"['แห่งชาติ', 'พ.ศ.', '2552']"
และ,เป็นสมาชิก,"['เครือข่าย', 'มหาวิทยาลัย', 'อาเซียน', 'ASEAN', 'University', 'Network', 'AUN']"
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ   ( อังกฤษ :   King   Mongkut ' s   University   of   Technology   North   Bangkok ;   อักษรย่อ :   มจพ.   –   KMUTNB )  ,เป็น,"['มหาวิทยาลัย', 'กำกับ', 'รัฐบาล', 'ความร่วมมือ', 'รัฐบาล', 'ไทย', 'รัฐบาล', 'เยอรมนี']"
"ใน ปี   พ.ศ.   2502   ในนาม   "" โรงเรียน เทคนิค พระนครเหนือ ""   ก่อน จะ",ยกฐานะ,"['ปี', 'พ.ศ.', '2507']"
"ใน ปี   พ.ศ.   2502   ในนาม   "" โรงเรียน เทคนิค พระนครเหนือ ""   ก่อน จะ",เป็น,"['วิทยาลัย', 'เทคนิค', 'พระนครเหนือ']"
"ใน ปี   พ.ศ.   2502   ในนาม   "" โรงเรียน เทคนิค พระนครเหนือ ""   ก่อน จะ",เป็น,"['สถาบัน', 'เทคโนโลยี', 'พระ']"
"ใน ปี   พ.ศ.   2502   ในนาม   "" โรงเรียน เทคนิค พระนครเหนือ ""   ก่อน จะ",จอมเกล้า,"['วิทยาเขต', 'พระนครเหนือ', 'ปี', 'พ.ศ.', '2514', '  ', 'สถาบัน', 'เทคโนโลยี', 'พระ', 'จอมเกล้า']"
"ใน ปี   พ.ศ.   2502   ในนาม   "" โรงเรียน เทคนิค พระนครเหนือ ""   ก่อน จะ",มี,['อำนาจบริหาร']
ใน ปี   พ.ศ.   2529    และ ได้ ถูก,เป็น,"['มหาวิทยาลัย', 'ปี', 'พ.ศ.', '2551', 'ปัจจุบัน', 'มหาวิทยาลัย']"
ใน ปี   พ.ศ.   2529    และ ได้ ถูก,เป็น,['วิทยาเขต']
ใน ปี   พ.ศ.   2529    และ ได้ ถูก,ได้แก่,"['วิทยาเขต', 'กรุงเทพมหานคร', 'ปราจีนบุรี', 'ระยอง']"
ใน ปี   พ.ศ.   2529    และ ได้ ถูก,ทำ,"['การเรียน', 'การสอน', 'วิทยาลัย', 'ระดับ', 'ประกาศ', 'ณีย', 'บัตร', 'วิชาชีพ', 'ปวช.', 'ปริญญาตรี', 'ปริญญาโท', 'ปริญญาเอก']"
มหาวิทยาลัยทักษิณ   ( อังกฤษ :   Thaksin   University ;   อักษรย่อ :   มท ษ.   –   TSU )  ,เป็น,"['สถาบัน', 'อุดมศึกษา', 'กำกับ', 'รัฐ']"
มหาวิทยาลัยทักษิณ   ( อังกฤษ :   Thaksin   University ;   อักษรย่อ :   มท ษ.   –   TSU )  ,มี,"['พื้น', 'วิทยาเขต', 'จังหวัด', 'สงขลา', 'จังหวัด', 'พัทลุง', 'ถือกำเนิด', 'วิทยาลัย', 'วิชา', 'การศึกษา']"
มหาวิทยาลัยทักษิณ   ( อังกฤษ :   Thaksin   University ;   อักษรย่อ :   มท ษ.   –   TSU )  ,ก่อตั้ง,"['เมือ', 'ปี', 'พ.ศ.', '2511']"
มหาวิทยาลัยทักษิณ   ( อังกฤษ :   Thaksin   University ;   อักษรย่อ :   มท ษ.   –   TSU )  ,พัฒนา,['เรื่อย']
มหาวิทยาลัยทักษิณ   ( อังกฤษ :   Thaksin   University ;   อักษรย่อ :   มท ษ.   –   TSU )  ,เป็น,"['มหาวิทยาลัยศรีนครินทรวิโรฒ', 'วิทยาเขต', 'สงขลา', 'ปี', '2517', 'แยกตัว']"
มหาวิทยาลัยทักษิณ   ( อังกฤษ :   Thaksin   University ;   อักษรย่อ :   มท ษ.   –   TSU )  ,เป็น,"['เอกเทศ', 'ปี', 'พ.ศ.', '2539']"
มหาวิทยาลัยทักษิณ   ( อังกฤษ :   Thaksin   University ;   อักษรย่อ :   มท ษ.   –   TSU )  ,เป็น,['มหาวิทยาลัยทักษิณ']
มหาวิทยาลัยทักษิณ   ( อังกฤษ :   Thaksin   University ;   อักษรย่อ :   มท ษ.   –   TSU )  ,พระราชบัญญัติ,['มหาวิทยาลัยทักษิณ']
มหาวิทยาลัยทักษิณ   ( อังกฤษ :   Thaksin   University ;   อักษรย่อ :   มท ษ.   –   TSU )  ,ผ่าน,['กระบวนการ']
มหาวิทยาลัยทักษิณ   ( อังกฤษ :   Thaksin   University ;   อักษรย่อ :   มท ษ.   –   TSU )  ,ครบ,['ขั้นตอน']
และ ได้,ประกาศ,['ราชกิจจานุเบกษา']
เมื่อ วัน พฤหัสบดี ที่   31   ตุลาคม   พ.ศ.   2539  ,มีผลบังคับใช้,"['วัน', 'ศุกร์', 'พฤศจิกายน', 'พ.ศ.', '2539']"
เมื่อ วัน พฤหัสบดี ที่   31   ตุลาคม   พ.ศ.   2539  ,ถือเป็น,"['วัน', 'มหาวิทยาลัยทักษิณ', 'ชื่อ', 'มหาวิทยาลัยทักษิณ', 'สื่อ', 'มหาวิทยาลัย', 'ภาคใต้', 'ทักษิณ']"
เมื่อ วัน พฤหัสบดี ที่   31   ตุลาคม   พ.ศ.   2539  ,แปล,"['ทิศใต้', '\n', 'มหาวิทยาลัยทักษิณ']"
เมื่อ วัน พฤหัสบดี ที่   31   ตุลาคม   พ.ศ.   2539  ,จัด,"['กลุ่ม', 'สถาบัน', 'อุดมศึกษา']"
เมื่อ วัน พฤหัสบดี ที่   31   ตุลาคม   พ.ศ.   2539  ,เน้น,"['การผลิต', 'บัณฑิต']"
เมื่อ วัน พฤหัสบดี ที่   31   ตุลาคม   พ.ศ.   2539  ,พัฒนา,"['ศิลปะ', 'วัฒนธรรม']"
เมื่อ วัน พฤหัสบดี ที่   31   ตุลาคม   พ.ศ.   2539  ,ได้รับ,"['การประเมิน', 'สำนักงาน', 'รับรอง', 'มาตรฐาน']"
เมื่อ วัน พฤหัสบดี ที่   31   ตุลาคม   พ.ศ.   2539  ,ประเมิน,"['คุณภาพ', 'การศึกษา', 'ระดับ']"
โดยเฉพาะ ใน ด้าน การ,บริการ,['สังคม']
ด้าน การ,ทำนุบำรุง,"['ศิลปะ', 'วัฒนธรรม', 'ด้าน']"
ด้าน การ,ประกัน,['คุณภาพ']
ด้าน การ,ได้รับ,"['การประเมิน', 'ระดับ']"
ปัจจุบัน   มหาวิทยาลัยทักษิณ,ประกอบด้วย,['วิทยาเขต']
ปัจจุบัน   มหาวิทยาลัยทักษิณ,ได้แก่,"['วิทยาเขต', 'สงขลา', 'วิทยาเขต', 'พัทลุง']"
รวมทั้ง,มี,"['สำนักงาน', 'กรุงเทพมหานคร']"
รวมทั้ง,จัด,['การเรียน']
รวมทั้ง,การสอน,"['ระดับ', 'ปริญญาตรี', 'ปริญญาโท', 'ปริญญาเอก']"
รวมทั้ง,ครอบคลุม,"['สาขา', 'วิชาการ', 'ทางวิทยาศาสตร์', 'วิทยาศาสตร์', 'สุขภาพ', 'สังคมศาสตร์', 'มนุษยศาสตร์', 'วิทยาลัย']"
มหาวิทยาลัยพะเยา   ( อังกฤษ :   University   of   Phayao ;   ชื่อย่อ :   มพ.   –   UP )  ,เป็น,"['มหาวิทยาลัย', 'กำกับ', 'รัฐบาล']"
มหาวิทยาลัยพะเยา   ( อังกฤษ :   University   of   Phayao ;   ชื่อย่อ :   มพ.   –   UP )  ,ตั้งอยู่,"['จังหวัด', 'พะเยา']"
มหาวิทยาลัยพะเยา   ( อังกฤษ :   University   of   Phayao ;   ชื่อย่อ :   มพ.   –   UP )  ,เดิม,"['ชื่อ', 'มหาวิทยาลัยนเรศวร', 'วิทยาเขต', 'พะเยา', '  ']"
ต่อมา  ,ตรา,"['พระราชบัญญัติ', 'มหาวิทยาลัยพะเยา', 'พ.ศ.', '2553', 'วันที่', '12', 'กรกฎาคม', 'พ.ศ.', '2553']"
ต่อมา  ,ประกาศ,"['ราชกิจจานุเบกษา', 'วันที่', 'กรกฎาคม', 'พ.ศ.', '2553', 'มหาวิทยาลัยพะเยา']"
ต่อมา  ,แยก,['มหาวิทยาลัยนเรศวร']
ต่อมา  ,เป็น,"['มหาวิทยาลัย', 'เอกเทศ']"
ต่อมา  ,เต็ม,['รูปแบบ']
ต่อมา  ,เป็น,"['มหาวิทยาลัย', 'รัฐ', 'ไทย']"
โดย ใน ปัจจุบัน   มหาวิทยาลัยพะเยา,ทำ,['การสอน']
นับตั้งแต่,เป็น,"['วิทยาเขต', 'มหาวิทยาลัยนเรศวร']"
มหาวิทยาลัยนวมินทราธิราช   ( อังกฤษ :   Navamindradhiraj   University ;   อักษรย่อ :   นม ร.   –   NMU )  ,เดิม,"['ชื่อ', 'มหาวิทยาลัย', 'กรุงเทพมหานคร', 'ม.', 'กทม.']"
มหาวิทยาลัยนวมินทราธิราช   ( อังกฤษ :   Navamindradhiraj   University ;   อักษรย่อ :   นม ร.   –   NMU )  ,เป็น,"['มหาวิทยาลัย', 'กำกับ', 'กรุงเทพมหานคร']"
มหาวิทยาลัยนวมินทราธิราช   ( อังกฤษ :   Navamindradhiraj   University ;   อักษรย่อ :   นม ร.   –   NMU )  ,ตั้งอยู่,"['เขต', 'ดุสิต', 'กรุงเทพมหานคร', 'ก่อ']"
มหาวิทยาลัยนวมินทราธิราช   ( อังกฤษ :   Navamindradhiraj   University ;   อักษรย่อ :   นม ร.   –   NMU )  ,ตั้งขึ้น,"['วันที่', 'พฤศจิกายน', 'พ.ศ.', '2553']"
มหาวิทยาลัยนวมินทราธิราช   ( อังกฤษ :   Navamindradhiraj   University ;   อักษรย่อ :   นม ร.   –   NMU )  ,มี,"['คณะ', 'วิชา', 'เริ่มแรก']"
มหาวิทยาลัยนวมินทราธิราช   ( อังกฤษ :   Navamindradhiraj   University ;   อักษรย่อ :   นม ร.   –   NMU )  ,คือ,"['คณะ', 'แพทยศาสตร์', 'วชิรพยาบาล', 'คณะพยาบาลศาสตร์', 'เกื้อ', 'การุณย์', 'ปัจจุบัน', 'มหาวิทยาลัยนวมินทราธิราช']"
มหาวิทยาลัยนวมินทราธิราช   ( อังกฤษ :   Navamindradhiraj   University ;   อักษรย่อ :   นม ร.   –   NMU )  ,ประกอบด้วย,"['วิชา', 'จำนวน']"
มหาวิทยาลัยนวมินทราธิราช   ( อังกฤษ :   Navamindradhiraj   University ;   อักษรย่อ :   นม ร.   –   NMU )  ,รวม,"['หลักสูตร', 'ระดับ', 'ปริญญาตรี', 'ระดับ', 'บัณฑิตศึกษา', 'หลักสูตร']"
มหาวิทยาลัยนวมินทราธิราช   ( อังกฤษ :   Navamindradhiraj   University ;   อักษรย่อ :   นม ร.   –   NMU )  ,ฝึกอบรม,"['ๆ', 'วุฒิบัตร']"
มหาวิทยาลัยนวมินทราธิราช   ( อังกฤษ :   Navamindradhiraj   University ;   อักษรย่อ :   นม ร.   –   NMU )  ,แสดง,"['ความรู้', 'ความชำนาญ']"
